,Satkhira,February,9,0.351,0.293,0.293,0.293,0.386,0.363,0.199,0.152,0.199,0.328,0.129,0.375,0.375,0.293,0.281,0.105,0.386,0.363,0.445,0.187,0.293,0.363,0.492,0.433,0.187,0.012,0.281,0.082,0.691,**,**,0.246,0.222,0.211,0.199,0.269,0.281,0.082,0.012,0.316,0.34,0.34,0.328,0.328,0.152,0.304,0.304,0.304,0.281,0.281,0.281,0.047,0.281,0.351,0.281,0.199,0.351,0.281,0.281,0.281,,,0.455,0.431,0.361,0.058,0.455,0.478,0.466,0.42,0.455,0.105,0.338,0.466,0.478,0.536,0.513,0.431,0.408,0.385,0.478,0.035,0.396,0.221,0.361,0.49,0.21,0.559,0.455,0.513,,,,0.35,0.361,0.361,0.047,0.35,0.338,0.338,0.21,0.315,0.082,0.291,0.385,0.385,0.42,0.396,0.361,0.35,0.361,0.385,0.058,0.361,0.373,0.315,0.338,0.256,0.361,0.326,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,February,10,0.199,0.176,0.164,0.164,0.211,0.176,0.152,0.117,0.035,0.129,0.059,0.199,0.211,0.211,0.211,0.211,0.234,0.187,0.363,0.059,0.199,0.176,0.445,0.222,0.304,0.012,0.082,0.012,0.035,**,**,0.082,0.07,0.07,0.047,0.152,0.129,0.023,0.012,0.152,0.187,0.164,0.141,0.152,0.035,0.164,0.176,0.176,0.141,0.141,0.141,0.047,0.141,0.246,0.141,0.152,0.246,0.141,0.141,0.141,,,0.35,0.361,0.361,0.047,0.35,0.338,0.338,0.21,0.315,0.082,0.291,0.385,4.091,0.396,0.385,0.361,0.35,0.361,0.385,0.058,0.361,0.373,0.315,0.338,0.256,0.361,0.326,0.385,,,,0.117,0.105,0.047,0.023,0.233,0.245,0.21,0.175,0.233,0.023,0.163,0.233,0.233,0.268,0.245,0.233,0.198,0.198,0.245,0.082,0.233,0.233,0.21,0.21,0.163,0.175,0.163,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,February,11,0.023,0.023,0.035,0.035,0.035,0.035,0.035,0.094,0.012,0.047,0.012,0.082,0.082,0.082,0.07,0.07,0.059,0.047,0.199,0.012,0.059,0.059,0.129,0.059,0.176,0.012,0.012,0.012,0.012,**,**,0.012,0.012,0.012,0.012,0.035,0.012,0.012,0.012,0.012,0.059,0.047,0.047,0.035,0.012,0.047,0.035,0.035,0.035,0.035,0.035,0.023,0.035,0.047,0.035,0.035,0.047,0.035,0.035,0.035,,,0.117,0.105,0.047,0.023,0.233,0.21,0.21,0.175,0.233,0.023,0.163,0.233,0.268,0.245,0.245,0.233,0.198,0.198,0.245,0.082,0.233,0.233,0.21,0.21,0.163,0.175,0.163,0.198,,,,0.07,0.047,0.023,0.012,0.082,0.105,0.07,0.082,0.058,0.012,0.058,0.093,0.093,0.082,0.07,0.082,0.07,0.082,0.093,0.082,0.082,0.07,0.093,0.082,0.023,0.082,0.093,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,February,12,0.023,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.07,0.012,0.012,0.012,0.047,0.012,0.047,0.023,0.012,0.012,0.012,**,**,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,0.07,0.047,0.023,0.012,0.082,0.07,0.07,0.082,0.058,0.012,0.058,0.093,0.082,0.07,0.105,0.082,0.07,0.082,0.093,0.082,0.082,0.07,0.093,0.082,0.023,0.082,0.093,0.082,,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,February,13,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,**,**,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,3.244,3.431,3.396,3.396,3.677,3.724,3.044,2.717,2.881,3.607,3.817,3.56,3.864,4.391,3.56,1.429,3.665,3.525,3.478,2.658,2.717,3.407,3.899,3.665,1.171,1.089,3.61,3.607,3.583,**,**,3.782,3.571,3.63,3.677,2.576,2.576,1.862,0.41,3.126,3.407,3.653,3.7,3.454,3.091,3.314,3.314,4.461,3.197,3.197,3.197,1.78,3.197,3.115,3.197,3.009,3.126,3.267,3.197,3.197,,,3.368,3.089,2.238,0.897,3.485,3.508,3.555,3.287,3.555,0.909,2.599,3.869,7.809,4.161,4.009,3.776,3.531,3.427,3.893,1.562,3.578,3.205,3.17,3.695,2.261,3.508,3.438,3.904,0,0,0,3.368,3.089,2.238,0.897,3.485,3.578,3.578,3.287,3.555,0.909,2.599,3.869,3.869,4.138,4.161,3.776,3.531,3.427,3.893,1.562,3.578,3.205,3.17,3.695,2.261,3.508,3.438,3.904,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,0,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.082,0.023,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.07,0.012,0.105,0.012,0.012,0.129,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,1,0.023,0.035,0.035,0.023,0.012,0.023,0.023,0.047,0.047,0.035,0.059,0.035,0.047,0.035,0.047,0.035,0.059,0.023,0.07,0.023,0.105,0.035,0.059,0.035,0.059,0.07,0.047,0.047,0.082,0.082,0.059,2.6,3.3,4.5,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.047,0.012,0.035,0.059,0.059,0.07,0.047,0.082,0.082,0.07,0.07,0.012,0.023,0.176,0.023,0.246,0.082,0.105,0.316,0.129,0.141,0.035,0.035,0.035,0.035,0.023,0.023,0.047,0.023,0.035,0.012,0.012,0.035,0.035,0.058,0.058,0.047,0.058,0.058,0.035,0.047,0.047,0.047,0.035,0.047,0.047,0.035,0.047,0.047,0.047,0.047,0.058,0.035,0.047,0.07,0.023,0.047,0.07,0.058,0.047,0.047,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.07,0.082,0.082,0.07,0.07,0.058,0.058,0.105,0.035,0.023,0.023,0.058,0.035,0.035,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,2,0.141,0.176,0.211,0.176,0.105,0.105,0.152,0.187,0.199,0.129,0.129,0.176,0.164,0.176,0.199,0.094,0.176,0.082,0.152,0.129,0.176,0.152,0.176,0.234,0.234,0.222,0.234,0.234,0.234,0.199,0.234,0.363,0.234,0.023,0.105,0.117,0.035,0.012,0.012,0.117,0.07,0.141,0.117,0.117,0.152,0.152,0.176,0.152,0.152,0.164,0.199,0.129,0.129,0.129,0.258,0.094,0.398,0.234,0.246,0.468,0.293,0.293,0.21,0.175,0.21,0.198,0.152,0.117,0.152,0.152,0.128,0.093,0.082,0.047,0.128,0.198,0.221,0.198,0.221,0.221,0.163,0.128,0.152,0.163,0.152,0.128,0.152,0.175,0.175,0.152,0.152,0.152,0.163,0.198,0.186,0.175,0.163,0.128,0.152,0.163,0.186,0.198,0.21,0.21,0.21,0.198,0.245,0.256,0.245,0.245,0.256,0.245,0.21,0.152,0.221,0.175,0.233,0.163,0.128,0.128,0.233,0.233,0.245,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,3,0.386,0.398,0.398,0.117,0.152,0.152,0.304,0.351,0.386,0.222,0.082,0.328,0.269,0.304,0.351,0.398,0.457,0.117,0.304,0.246,0.457,0.386,0.398,0.363,0.457,0.41,0.41,0.433,0.422,0.375,0.422,0.398,0.422,0.129,0.234,0.234,0.105,0.047,0.047,0.445,0.129,0.375,0.304,0.281,0.34,0.468,0.258,0.328,0.363,0.457,0.328,0.258,0.433,0.457,0.34,0.398,0.539,0.41,0.457,0.644,0.504,0.55,0.245,0.361,0.326,0.326,0.268,0.28,0.233,0.315,0.291,0.245,0.338,0.117,0.233,0.373,0.35,0.361,0.361,0.361,0.35,0.28,0.315,0.256,0.256,0.291,0.338,0.198,0.291,0.268,0.245,0.291,0.35,0.245,0.291,0.303,0.361,0.338,0.361,0.396,0.396,0.35,0.361,0.303,0.256,0.233,0.455,0.361,0.408,0.431,0.443,0.431,0.385,0.315,0.361,0.361,0.396,0.256,0.128,0.315,0.315,0.245,0.35,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,4,0.492,0.504,0.527,0.035,0.222,0.187,0.55,0.492,0.597,0.574,0.199,0.457,0.386,0.468,0.527,0.585,0.574,0.082,0.433,0.539,0.527,0.48,0.562,0.562,0.574,0.55,0.667,0.457,0.293,0.293,0.55,0.468,0.492,0.234,0.246,0.187,0.141,0.117,0.117,0.55,0.433,0.433,0.422,0.422,0.574,0.539,0.492,0.457,0.515,0.515,0.621,0.539,0.667,0.738,0.422,0.574,0.632,0.527,0.574,0.667,0.597,0.621,0.35,0.431,0.443,0.443,0.408,0.42,0.466,0.35,0.35,0.186,0.233,0.268,0.291,0.548,0.536,0.524,0.501,0.466,0.455,0.338,0.35,0.385,0.396,0.373,0.466,0.385,0.408,0.385,0.361,0.431,0.466,0.443,0.42,0.455,0.501,0.42,0.455,0.443,0.443,0.478,0.478,0.501,0.478,0.478,0.478,0.548,0.548,0.536,0.559,0.513,0.478,0.455,0.455,0.455,0.478,0.443,0.175,0.35,0.361,0.385,0.49,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,5,0.597,0.585,0.621,0.152,0.621,0.269,0.597,0.621,0.644,0.55,0.258,0.48,0.457,0.539,0.597,0.644,0.621,0.234,0.574,0.585,0.562,0.527,0.667,0.644,0.644,0.644,0.656,0.574,0.632,0.574,0.667,0.539,0.498,0.433,0.293,0.07,0.222,0.211,0.48,0.632,0.539,0.539,0.527,0.539,0.621,0.703,0.433,0.574,0.597,0.597,0.621,0.574,0.703,0.703,0.222,0.609,0.691,0.644,0.667,0.703,0.691,0.656,0.431,0.548,0.536,0.548,0.548,0.513,0.501,0.443,0.361,0.256,0.385,0.338,0.35,0.594,0.594,0.583,0.548,0.513,0.501,0.42,0.396,0.478,0.455,0.396,0.536,0.385,0.49,0.221,0.455,0.501,0.513,0.42,0.513,0.524,0.548,0.501,0.524,0.501,0.559,0.536,0.559,0.536,0.571,0.594,0.594,0.583,0.583,0.594,0.594,0.583,0.571,0.478,0.49,0.478,0.571,0.513,0.268,0.513,0.501,0.548,0.571,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,6,0.703,0.691,0.621,0.176,0.433,0.644,0.621,0.667,0.703,0.515,0.234,0.656,0.585,0.597,0.398,0.679,0.609,0.304,0.632,0.703,0.679,0.644,0.726,0.667,0.691,0.667,0.667,0.644,0.714,0.644,0.703,0.562,0.445,0.492,0.304,0.539,0.269,0.445,0.304,0.667,0.609,0.621,0.609,0.047,0.714,0.621,0.609,0.609,0.609,0.621,0.597,0.656,0.703,0.691,0.246,0.679,0.667,0.691,0.691,0.679,0.714,0.703,0.524,0.571,0.606,0.559,0.548,0.571,0.559,0.524,0.373,0.408,0.524,0.49,0.291,0.641,0.583,0.583,0.571,0.559,0.548,0.455,0.373,0.536,0.466,0.478,0.594,0.559,0.501,0.35,0.373,0.536,0.536,0.536,0.583,0.559,0.583,0.548,0.571,0.571,0.594,0.583,0.583,0.618,0.618,0.594,0.618,0.618,0.618,0.606,0.618,0.594,0.594,0.524,0.548,0.524,0.583,0.524,0.291,0.559,0.583,0.583,0.594,0.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,7,0.644,0.644,0.597,0.293,0.422,0.632,0.597,0.621,0.656,0.585,0.316,0.621,0.363,0.621,0.445,0.351,0.48,0.304,0.644,0.621,0.761,0.726,0.785,0.679,0.656,0.621,0.621,0.632,0.679,0.48,0.644,0.457,0.363,0.495,0.304,0.562,0.316,0.199,0.539,0.644,0.644,0.632,0.632,0.597,0.738,0.539,0.597,0.691,0.539,0.609,0.585,0.585,0.621,0.679,0.187,0.656,0.632,0.679,0.679,0.644,0.656,0.621,0.559,0.606,0.361,0.548,0.559,0.583,0.571,0.49,0.42,0.431,0.455,0.431,0.466,0.606,0.571,0.559,0.559,0.501,0.408,0.431,0.373,0.513,0.478,0.455,0.571,0.536,0.478,0.466,0.431,0.466,0.583,0.524,0.524,0.524,0.536,0.501,0.559,0.536,0.548,0.536,0.548,0.583,0.548,0.536,0.641,0.583,0.594,0.618,0.629,0.606,0.618,0.571,0.571,0.548,0.513,0.49,0.326,0.49,0.641,0.618,0.513,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,8,0.527,0.539,0.597,0.468,0.433,0.574,0.539,0.562,0.574,0.539,0.515,0.55,0.234,0.48,0.187,0.402,0.422,0.351,0.539,0.585,0.738,0.55,0.597,0.621,0.585,0.504,0.504,0.562,0.574,0.562,0.539,0.304,0.234,0.445,0.386,0.433,0.363,0.082,0.679,0.597,0.656,0.445,0.433,1.042,0.567,0.55,0.48,0.55,0.515,0.468,0.492,0.457,0.539,0.55,0.375,0.492,0.504,0.621,0.632,0.527,0.585,0.632,0.559,0.455,0.466,0.478,0.466,0.478,0.478,0.42,0.466,0.478,0.501,0.408,0.396,0.443,0.513,0.513,0.513,0.478,0.49,0.396,0.431,0.443,0.443,0.408,0.559,0.49,0.42,0.431,0.42,0.49,0.583,0.466,0.455,0.443,0.42,0.478,0.513,0.478,0.524,0.524,0.536,0.49,0.49,0.501,0.548,0.524,0.548,0.536,0.548,0.536,0.548,0.501,0.513,0.466,0.49,0.478,0.303,0.49,0.583,0.548,0.466,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,9,0.468,0.433,0.48,0.246,0.34,0.386,0.422,0.48,0.433,0.386,0.363,0.012,0.398,0.375,0.363,0.269,0.246,0.445,0.363,0.047,0.761,0.398,0.457,0.48,0.48,0.375,0.375,0.468,0.457,0.398,0.41,0.129,0.129,0.363,0.328,0.293,0.433,0.012,0.164,0.422,0.609,0.422,0.246,0.375,0.386,0.433,0.363,0.41,0.316,0.445,0.398,0.258,0.468,0.515,0.258,0.41,0.269,0.515,0.562,0.281,0.527,0.527,0.478,0.35,0.431,0.35,0.338,0.303,0.385,0.361,0.315,0.291,0.315,0.338,0.268,0.385,0.373,0.385,0.35,0.291,0.28,0.245,0.326,0.361,0.291,0.28,0.396,0.361,0.291,0.303,0.291,0.361,0.396,0.338,0.303,0.361,0.361,0.28,0.373,0.361,0.35,0.373,0.455,0.373,0.373,0.443,0.431,0.408,0.443,0.396,0.443,0.361,0.396,0.385,0.361,0.361,0.385,0.361,0.291,0.14,0.233,0.396,0.42,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,10,0.176,0.164,0.222,0.199,0.176,0.246,0.258,0.258,0.246,0.199,0.187,0.176,0.222,0.222,0.293,0.222,0.164,0.211,0.199,0.047,0.293,0.246,0.293,0.293,0.269,0.246,0.246,0.246,0.269,0.141,0.246,0.035,0.035,0.234,0.023,0.059,0.222,0.176,0.164,0.269,0.445,0.211,0.129,0.152,0.293,0.269,0.176,0.246,0.258,0.211,0.246,0.094,0.246,0.293,0.023,0.246,0.129,0.222,0.258,0.152,0.269,0.293,0.256,0.233,0.245,0.21,0.175,0.175,0.198,0.21,0.175,0.163,0.163,0.152,0.175,0.245,0.221,0.221,0.198,0.152,0.21,0.233,0.245,0.221,0.198,0.198,0.21,0.198,0.175,0.198,0.21,0.198,0.21,0.21,0.198,0.21,0.233,0.198,0.233,0.221,0.221,0.256,0.245,0.268,0.256,0.291,0.268,0.245,0.291,0.28,0.28,0.245,0.268,0.233,0.186,0.233,0.186,0.175,0.186,0.21,0.198,0.117,0.28,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,11,0.094,0.094,0.082,0.07,0.07,0.082,0.082,0.117,0.105,0.047,0.082,0.07,0.094,0.082,0.035,0.105,0.047,0.082,0.059,0.059,0.129,0.094,0.129,0.117,0.094,0.082,0.082,0.082,0.094,0.094,0.094,0.012,0.012,0.129,0.012,0.012,0.082,0.047,0.094,0.105,0.269,0.07,0.035,0.059,0.059,0.07,0.047,0.07,0.094,0.105,0.129,0.023,0.129,0.117,0.012,0.105,0.012,0.117,0.105,0.012,0.152,0.129,0.082,0.082,0.082,0.07,0.058,0.058,0.082,0.07,0.058,0.058,0.058,0.058,0.058,0.07,0.058,0.058,0.07,0.058,0.047,0.058,0.035,0.082,0.07,0.058,0.105,0.047,0.058,0.082,0.093,0.093,0.105,0.082,0.07,0.07,0.082,0.07,0.082,0.105,0.093,0.105,0.093,0.093,0.093,0.105,0.093,0.082,0.117,0.117,0.105,0.117,0.117,0.093,0.082,0.093,0.082,0.058,0.082,0.093,0.082,0.035,0.128,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,12,0.094,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.047,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.035,0.012,0.012,0.012,0.012,0.012,0.012,0.117,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,March,13,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,4.368,4.297,4.426,1.991,3.021,3.337,4.18,4.438,4.625,3.817,2.459,3.595,3.255,3.934,3.478,3.821,3.888,2.272,4.005,3.618,5.258,4.274,4.883,4.731,4.778,4.426,4.543,4.415,4.485,3.876,4.602,5.972,6.21,7.536,2.283,2.553,2.237,1.393,2.646,4.496,4.555,3.97,3.501,3.7,4.536,4.438,3.735,4.169,4.075,4.309,4.321,3.677,4.684,4.93,2.611,4.321,4.848,4.778,5.012,5.246,5.152,5.199,3.753,3.869,3.765,3.788,3.566,3.543,3.695,3.38,2.995,2.646,3.089,2.704,2.716,4.184,4.103,4.056,3.974,3.683,3.508,3.054,3.065,3.508,3.263,3.135,3.998,3.392,3.357,2.925,3.1,3.59,3.986,3.531,3.625,3.73,3.846,3.543,3.928,3.869,3.998,4.021,4.161,4.068,3.986,4.068,4.464,4.301,4.487,4.464,4.592,4.347,4.289,3.811,3.881,3.788,4.056,3.531,2.238,3.345,3.823,3.776,4.126,3.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,0,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,**,0.012,0.012,0.082,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.012,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,1,0.082,0.023,0.082,0.094,0.082,0.035,0.117,0.105,0.094,0.082,0.059,0.059,0.07,0.105,0.094,0.082,0.105,0.105,0.094,0.07,0.07,0.094,0.082,0.094,0.082,0.082,0.105,0.094,0.082,0.094,**,0.082,0.082,0.258,0.07,0.07,0.07,0.129,0.07,0.047,0.117,0.105,0.105,0.082,0.07,0.094,0.094,0.094,0.059,0.141,0.035,0.023,0.023,0.047,0.129,0.117,0.059,0.035,0.035,0.176,0.141,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,0.012,0.082,0.047,0.082,0.082,0.105,0.07,0.093,0.082,0.093,0.093,0.093,0.07,0.082,0.07,0.105,0.058,0.105,0.117,0.117,0.093,0.035,0.117,0.117,0.117,0.117,0.082,0.082,0.082,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satkhira,April,2,0.304,0.258,0.234,0.258,0.258,0.246,0.234,0.129,0.258,0.222,0.176,0.152,0.187,0.234,0.234,0.211,0.269,0.281,0.129,0.269,0.246,0.246,0.246,0.246,0.246,0.258,0.293,0.176,0.187,0.199,**,0.246,0.269,0.386,0.269,0.258,0.269,0.269,0.199,0.176,0.187,0.141,0.152,0.176,0.187,0.187,0.129,0.117,0.117,0.152,0.129,0.012,0.129,0.129,0.152,0.164,0.164,0.164,0.129,0.304,0.304,,0.047,0.07,0.058,0.058,0.082,0.082,0.082,0.082,0.035,0.058,0.082,0.058,0.07,0.058,0.058,0.047,0.082,0.082,0.093,0.093,0.082,0.093,0.082,0.105,0.105,0.105,0.093,0.093,0.093,0.082,,0.082,0.186,0.245,0.233,0.233,0.245,0.175,0.221,0.198,0.268,0.268,0.21,0.175,0.233,0.221,0.268,0.233,0.338,0.35,0.35,0.303,0.128,0.256,0.256,0.256,0.256,0.303,0.315,0.28,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
