Stations,Year,Month,Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Ambagan(Ctg),2016,12,7.3,8.5,9.6,9.6,9.6,9.1,9.5,9.3,7.5,8.9,9.4,8.8,8.7,8.5,7.3,8.6,8.4,6.8,4.8,3.3,5.3,7.2,7.4,5.4,4.5,4.8,6,9,9.2,7.4,8.1
Ambagan(Ctg),2017,1,8.4,8.7,9.3,8.2,8.6,7.3,8.3,9.5,9.3,8.9,8.8,8.9,8,8.9,8.1,9.1,8.8,8.7,9.6,9,9.1,9.4,9,8.5,10,9.9,9.3,7.1,5.3,7.9,8
Ambagan(Ctg),2017,2,8.5,9.1,9,9.8,9.8,9.7,8.2,7.2,9.5,9.3,8.1,8.5,7.3,9.4,8.7,9.8,9.8,9.3,6.2,5.1,8.6,7,6.5,7.3,9.6,9.6,9.3,9.7,,,
Ambagan(Ctg),2017,3,9.3,9.7,8.5,8.6,7.6,5,5.2,1.8,5.9,6.6,0,1.8,7.9,10.1,10,9.8,9.4,1.3,9.3,0.4,7.2,8.9,9.5,8.8,8.6,9.2,9.4,6.6,0.6,8.7,7
Ambagan(Ctg),2017,4,7.9,5.2,3.9,3.9,4.8,9.7,7.8,5.3,6.6,7,6.5,9.3,10,9,4.3,7.1,10.2,10.5,6.6,4.9,0,0,1.8,2.1,5.5,5.3,6.9,6.7,9.6,9.4,
Ambagan(Ctg),2017,5,9.8,10.8,8.5,3.7,5.4,8.3,8,6.5,4.8,7.2,2.5,9.2,6,3.5,3.4,6.4,2.6,8.3,7.9,8.3,6.8,8.3,9.6,7.6,9.2,7.7,7.4,8.1,0,0,0
Ambagan(Ctg),2017,6,0.2,1.1,0,0.1,6.3,8.3,10.5,7.9,4.4,6.5,0,0,0,3.2,0.3,0,7,0,0.1,1.7,0.7,8.3,7.6,8.8,8.9,7.1,7.8,5.2,5.5,2,
Ambagan(Ctg),2017,7,0.1,1.7,0,0,0,1,9.8,3.4,3.2,2.2,1.1,4,4.1,4.6,4.6,10.7,9.3,1.5,0,0,0.8,2.6,0,0,0,4.5,2.2,6.7,0,4.8,8.2
Ambagan(Ctg),2017,8,3.9,4.9,7.2,8.1,6.4,1.5,0.5,1.7,4.1,0,0,0,0.5,1.4,0.3,0,6.3,7,5.2,8.4,9.2,3.2,7.9,6.3,8.3,0.3,10.5,9.7,9.6,0.2,0.9
Ambagan(Ctg),2017,9,0.3,0.2,0,4.1,8.2,2.8,5.4,1.4,0,0.1,2.5,0.6,3.8,5.8,7.1,6.3,0.4,4.1,0.2,0,2.7,7.1,7.8,7.4,6.4,5.7,1.8,4.9,0.7,8,
Ambagan(Ctg),2017,10,9.4,7.7,5.2,9.1,1.7,3.7,3.3,3,2.4,9.7,9.7,0,8.9,8,8.9,7.9,2.9,1.5,5,0,0,4.8,8.6,6.6,8.1,8.8,9.7,9.3,0,0.1,6.5
Ambagan(Ctg),2017,11,2.4,8.7,9.7,8.7,7,9.5,9.6,9.4,8.8,9.8,10.1,10.7,10,9.8,0,0.5,1.1,8.6,9,9.9,8.4,6.8,8.1,7.9,8.8,8.5,8.6,3.2,8,9.3,
Ambagan(Ctg),2017,12,9.4,9.9,9.8,9.8,9.5,6.7,6.7,0,0,0.6,0,6.6,8,6.9,8.9,8.8,8.8,8.7,7.9,7.5,8.3,6.3,8,8.5,8.8,8.7,8.1,9,9,9.6,7.5
Barisal,1967,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Barisal,1967,2,****,****,****,****,****,****,****,****,****,****,6.4,7.6,2.9,5.3,7.7,7.6,8.4,7.4,8.2,8.9,8.7,9.4,9.6,9.4,9.5,9.4,9.2,9.1,,,
Barisal,1967,3,3.7,8.5,8.5,7.8,8.5,5.2,6,6.8,6.4,9,9.1,8.8,7.3,8.5,8.5,7.6,7.3,7.8,6,2,8.1,9.7,****,6.7,5.9,7.5,8.2,8.6,8.4,8.7,9
Barisal,1967,4,9.4,8.8,9.6,9.1,9.4,8.4,9.1,8.9,8.8,8.7,8.6,8.6,8.7,6.2,6.9,8.8,6.4,3.7,0.4,8.5,7.4,5.6,9.5,9.2,4.1,5.2,9.1,9,8.7,9.1,
Barisal,1967,5,8.4,8.5,8.5,5.2,7.8,8.9,8.8,9.2,9.2,9.6,9.4,8.7,9.8,4.9,8.1,5.7,6.8,1.9,9.4,9.9,6.6,5.6,2.5,1.6,7.9,5.1,7.8,4.9,6.6,8.8,8.8
Barisal,1967,6,8.5,4.2,6.7,8.1,2.7,4,4.8,3.3,0,8,0.5,3.9,3.8,6.1,5.5,5.5,0.3,4.2,1.3,4.6,2.2,9.1,8.2,8.8,6.8,7.9,8.8,9.2,2.4,6.4,
Barisal,1967,7,6.8,3.7,4.4,3.1,1.3,3.5,0,1.1,0,0,3.3,5.9,6.1,5.8,0,2.3,0,9.5,9.6,1.4,8.2,4.2,5.4,8.7,5.5,3.9,2,0,4.2,7.7,8.9
Barisal,1967,8,5.2,4,5.9,3.1,5.9,0.1,0,0.4,0,7.3,7.7,8,6.4,1.4,3.3,7.7,7,1.9,5.8,4.1,3.1,5.7,2.8,0,1.7,5.8,7.3,0.4,7.3,3.2,4.9
Barisal,1967,9,6.9,1.1,0.2,0,2.5,5.8,1.8,5.7,0,2.4,5.4,7.3,1.9,5.9,7.8,1.5,0,0,5.9,8.5,4.7,6.8,9.1,7.5,2,2.2,0,0,0,6.1,
Barisal,1967,10,0.4,0.5,1.6,5.3,7.7,8.7,9.4,8.1,0,0,2,9.1,7.8,5.7,8.7,9.6,9.5,9.5,8.6,9.9,9.9,6,9.9,9.9,9.8,9.8,****,9.6,9.7,9.6,9.6
Barisal,1967,11,9.4,9.4,9,9.5,9.6,9.4,9.4,9,9.6,9.4,9.5,9.5,9.4,8.9,9.1,8.6,8.5,8.5,8.7,8.8,8.1,7.8,7.1,8.5,7.9,6.2,7.7,8.6,8.3,7.3,
Barisal,1967,12,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Barisal,1968,1,8.2,7.6,9,6.1,8.5,8.5,8.6,9.1,8.7,8.9,7.4,7.6,8.8,1.9,6.3,8.3,9.4,9.4,8.5,8.9,8.3,8.6,7.5,7.5,8.5,8.8,8.8,8.6,8.7,8.7,5.4
Barisal,1968,2,9.5,9.3,9.1,9.3,9.2,9.3,8,7.1,5.5,5.3,8.9,6.8,9.3,8.9,8.4,8.8,9.4,6.5,1.5,7.5,7.7,8.5,9.6,8.7,9,9.4,8.9,6.4,8.2,,
Barisal,1968,3,1,1.1,3,2.6,9.5,9.1,9.2,8.5,8.7,9.2,8.9,9.1,9.7,9.2,5.2,0.2,7.4,8,3.1,6.7,9.4,8.2,7.7,7.4,7.9,8.9,8.8,9.3,8.6,8.9,8.7
Barisal,1968,4,8.6,9,7.1,7.4,9.3,8.5,6.7,8.4,9.1,8.3,8.1,6.4,9.7,7.7,9,9,7.8,3.2,5.2,10,10.7,9.9,5.2,7.9,0.8,3.1,8,10.7,8,10.9,
Barisal,1968,5,10.7,10.5,10.7,9.7,10.5,9.3,9.4,7,4.7,6.6,7.9,8.7,9.2,8.4,7.7,2.5,7.3,6.1,5.3,7.3,7.1,8.6,9.2,9.4,8.8,6.9,6.4,8.6,7.2,2.9,3
Barisal,1968,6,0,5,9.5,0,3.6,3,0.3,2.8,0,0,0,0,0,0.3,0,0,0,0,0.2,1.3,0.5,2,3.6,9,5.3,3.1,4.2,0.6,8.1,7.8,
Barisal,1968,7,5.4,7.6,7,0,5.3,0,0,0,0.1,0,0,0,1.2,1.1,7,8,5,7.4,5.7,4.3,4.6,0,5.2,5,3.5,4.5,5.5,8.2,4.3,4.7,0.9
Barisal,1968,8,0.2,0.4,1.2,5.9,5,3.9,6.7,0,1.5,4.1,3.3,0,0,0.2,4.6,1.8,0.9,0.1,9.4,4.9,8,3.1,6.8,2.3,0.1,0,0,0,5.5,0.3,2.2
Barisal,1968,9,4.6,2,7.8,2.5,2,1.4,2.4,6.4,2.7,8.6,6.8,6.4,6.5,0,2.1,1.2,6,9.6,7.3,3.5,5.1,7.1,7.4,6,2,6.1,8.7,9.9,10.2,6.5,
Barisal,1968,10,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Barisal,1968,11,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,
Barisal,1968,12,8,9.8,9.8,9.2,9.3,10,9.6,8.1,7.6,7,6.9,6.4,6.3,3.4,3.6,0,7,7.1,6.6,6.3,4.4,4.8,4.8,2.2,1.2,4.2,3.9,3.1,7.3,7.2,6.2
Barisal,1969,1,6.8,6.8,7,9.1,8.4,9.3,7,9.1,9,8.1,7.3,9.4,9.3,0,8.7,9,9.4,7.1,9.1,9.4,9.7,9.8,9.5,9,8.6,8.7,9,9.3,5.1,8.8,9
Barisal,1969,2,8.8,8.1,8.1,2.4,7.5,8.3,9.2,9.2,9.7,9.8,9.5,9.6,3.4,8.7,9.9,9.4,9.2,10,9,9.1,9.9,9.7,9.3,7.7,8.4,6.7,9.2,9.4,,,
Barisal,1969,3,5.7,9,9.7,9.3,7.3,10.2,9.6,8.9,7.7,8.6,8.9,9.5,8.5,10,9.1,7.9,5.3,7.9,4.3,3.3,0,7.8,7.7,6.7,9,9.2,7.5,9.4,8.5,7.7,9
Barisal,1969,4,8.7,8,7.1,8.2,8.5,8.3,6.3,2.3,6.9,7.5,9.6,7.7,7.8,6.7,8.6,8.1,4.8,5.5,7.6,9.1,8.6,8.5,6.8,8.8,7.4,9,9.9,9,8.5,2.8,
Barisal,1969,5,10.4,5.5,6.8,3.8,9.3,9.6,8.1,9.4,3.9,2.5,8.3,9.8,8.1,7.9,7.3,10.3,10.6,10.7,7.5,9.9,4.1,6.8,6.4,9.6,7.4,9.7,6.1,3.8,8.4,10.4,9.9
Barisal,1969,6,3.3,6.6,0.6,0.8,0.1,0,0,0.6,0,8.2,7.7,1.9,7.4,6.7,8.8,4.9,0.8,0.5,0.8,0.6,0,3,4,0.6,4.1,3.4,6,5.5,0.3,0.4,
Barisal,1969,7,4,5.9,5.2,0,0,7.1,0.8,1.7,0,0,3,8.6,1.7,5.6,1.6,0,0,0.2,2.1,3.2,6.6,6,5,7.9,3.7,7.9,7.3,9.6,5.6,6.7,5.8
Barisal,1969,8,0.7,0.1,1.1,2.2,1.8,7.8,4.4,0.9,1.7,0,0.3,6.1,3.6,0,0,0,0,0,0.2,0.1,0.2,1.7,9,6.4,10,5.1,3.9,8.1,0.9,1.9,7.4
Barisal,1969,9,7.7,7.6,1,10.6,1.6,7.7,0,7.9,5.1,0,6.2,8.9,7.9,6.5,10.7,10.1,6.4,6.3,0,3.8,8.5,9.5,0,0,0.3,2.6,10.3,10.2,9.3,9.4,
Barisal,1969,10,8.4,9.2,10.9,4.2,1.9,9.7,10.2,10.5,0.1,0.6,1,9.3,9.7,11.1,10.7,9.5,11,8.7,10,10.8,12.8,7.5,9.3,8.4,9.7,10.2,12.2,9.3,11.2,10.6,10.2
Barisal,1969,11,11.1,10.5,11.1,11.4,6.9,0.3,4.3,10.5,9.9,10.9,8.9,1.8,5,10.6,10.7,10.8,10.7,10.9,11,9.6,8.8,2.1,9.9,10.7,10.4,10.5,11,10,10.4,10.2,
Barisal,1969,12,10.3,10.2,10.5,10.2,10,10,9.5,10,9.8,9.6,10.3,2.3,3,1.6,10.4,10.8,10,10.1,10,10.1,10.3,9.7,7.4,8.3,9.1,10.1,10,9.7,9.7,10.9,10.9
Barisal,1970,1,9.8,9.8,9.8,9.8,9.5,9.8,9.7,8.9,9.8,8.5,8.1,6,7.4,8.8,9.2,8.7,8.4,8,9,7.5,0.9,8.1,9.8,10.3,9.1,6.6,6.2,10.1,10.7,10.1,10.4
Barisal,1970,2,9,9.4,9.2,9.9,10.3,8.2,9.9,10.4,7.3,7.2,10.8,10.2,10,8,9.4,10.2,10.7,8.3,7.1,7.2,6.9,10,8.7,8.6,8.8,7.7,8.3,7,,,
Barisal,1970,3,10.4,10.4,6.8,0,1,4.8,3.4,8.6,10.8,9.2,0.6,10.4,9.7,10.2,9.6,9.7,10.2,10.7,10.6,9.7,9.1,9.5,9.7,10.1,10,10.3,8.2,10.3,9.5,9.9,8.3
Barisal,1970,4,8.3,6.7,5.3,10.2,10.4,8.5,8.5,1.5,9,10,10,8.9,8,10.7,5.3,7.3,9.8,11,4.2,5.2,5.4,11.8,11.8,11.8,7.5,7.6,11.1,11.7,10.3,10.5,
Barisal,1970,5,11.2,10.7,11.5,7.6,4,2.1,9.7,6.9,9.2,11.9,12.2,10.1,9.8,11.2,7.5,0,7.2,0,6.8,2.6,12.2,9.4,9.6,9,4.6,7.4,8,6.1,8.5,10.4,11.7
Barisal,1970,6,7.1,1.5,4.1,2.6,8.4,2.7,11.8,1.3,0,3.6,3.5,5.1,7.3,2.8,2.1,4.4,7.5,5.8,0,1.6,2.4,0,0,2.4,7.4,0.2,11.7,7.6,1.5,1.9,
Barisal,1970,7,0,0,11.4,8.9,7.2,1.3,8.4,5.4,0,0.8,0,0,0.2,0,8.1,1.3,6,5.4,1.6,1.9,0,0,13,0.2,0.2,7.6,6.4,2.7,3.9,2.8,4
Barisal,1970,8,0,6.6,6.5,7.3,8,0,2.4,2,4.7,9.4,6.7,0,8.9,9.2,10.1,4.4,8.9,11.5,12.4,10.2,8.2,7.7,0.8,4.5,0,3.1,5.2,0,0.3,0,3.1
Barisal,1970,9,0,0,0,0.9,0.5,6.6,10.7,1.7,2,4.1,9.9,11.1,4.9,0.2,1.9,4.1,7.2,5.8,7.8,8.5,4.9,3.6,9,6.2,4.5,10.3,10.6,5.3,7.2,2.9,
Barisal,1970,10,5.9,0.8,0.5,2.1,5.8,2.9,3.6,10.7,4.6,11.5,6.7,11.7,10.3,10.2,11.6,10.3,12.5,7.3,11.2,11.7,4.1,0,0,9.3,10.9,10.5,10.9,10.2,8.8,4.6,9.5
Barisal,1970,11,9.3,9,10.5,9.3,9.4,11.3,11.1,11.2,5,7.2,0,0,5.4,10.4,10.2,10.1,10.2,9.8,10.1,10.2,10.6,10.5,10.3,10.3,10,9.9,10.8,0,10.5,1.4,
Barisal,1970,12,9.5,10.2,10.2,10.1,10.2,10.2,10.7,10.2,10.2,10.3,9.9,10.3,10,9.7,9.7,6.1,9.8,9.8,10.8,10,9.2,9.5,9.8,9.8,10,9.3,8.6,9.6,9.8,9.3,10
Barisal,1971,1,9.8,9.4,9.8,10.2,9.8,8.8,6.1,8.9,8.5,9.6,9.3,10.1,9.9,9.8,10.3,7.3,9.2,7.5,10,8.8,9.5,9.6,9.8,9.9,10,5.8,4.5,3.7,7.8,10.3,4
Barisal,1971,2,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,,,
Barisal,1971,3,10.6,10.8,10.9,10.7,7.9,10.6,10.4,10.8,7.9,9.4,7.8,9.6,9.3,10.7,10.9,11.1,11,11.4,10.4,8,10.8,10.8,10,11,11,10.6,7.1,0.8,0,0,0
Barisal,1971,4,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,
Barisal,1971,5,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Barisal,1971,6,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,
Barisal,1971,7,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Barisal,1971,8,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Barisal,1971,9,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,
Barisal,1971,10,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Barisal,1971,11,2.7,1.4,10,10.6,0,1.5,9.2,10.9,11.2,11,10.7,10.7,11.1,11.2,10.6,6.6,9.9,8.5,9.7,10.8,11,10.9,10.8,11,10.8,11,10.9,10.8,10.9,11.1,
Barisal,1971,12,11,11.1,10.9,10.7,7.5,10.6,9.5,10.7,10.8,10.2,10.4,8.9,10.8,7.1,6,6.6,9.4,10.3,6.5,2.6,9.9,8.7,9.7,9.9,7.2,9,9.7,9.8,8.7,9.7,9.9
Barisal,1972,1,10.3,9.5,9.8,10,9.9,9.4,9.9,11.4,10.2,9.4,9.8,9.9,9.8,10.2,9,10,10.1,9.5,10.3,10.8,10.5,9.5,10.5,10.4,10.2,10.5,10.9,10.6,10.3,10,10.8
Barisal,1972,2,10.6,7.9,2.8,3.8,4.2,10.3,11.5,11.3,10.9,11.1,11.3,11.2,9.3,6.5,8.3,5.2,9.7,9.9,11.8,11.8,11.6,11.2,11.3,9.6,11.3,11.2,11.5,9.7,11.3,,
Barisal,1972,3,10.2,11.3,11.6,11.5,10.5,10.8,9.5,10.9,10.6,9.3,11,11.6,11,6,9.5,9.3,8.9,9.5,10.3,9.9,10.6,11,10.7,10.9,11,10.6,10.4,9.8,10.4,11.1,6.7
Barisal,1972,4,7.5,10.5,10.3,10.7,11.5,9.7,11.1,11,10.5,7.2,10.9,10.8,9.4,7.2,11,11.6,10.7,9.5,11,11.3,12.2,11.4,11.7,11.9,11.5,10.5,9,10.9,11.3,11.7,
Barisal,1972,5,11,12.1,6,10.4,13,11.5,11.3,11.5,11.5,3.4,11,11.2,11.6,11.5,12,12,11.1,9.5,7.7,7.8,0,7.8,0,3,0,5.4,6.9,10.5,11.8,12,12
Barisal,1972,6,12,11.7,11,11.3,6.6,10.6,10.5,10.8,10.5,11.8,4.5,0.2,1,0,8.1,5.9,0,0,0,0.3,1.4,2,3.1,2,2.9,9.8,11.9,13,11.8,6.5,
Barisal,1972,7,4.7,4.8,7.7,2.5,7.7,7.2,1.5,7.1,7.1,9.1,10.3,12.3,8.4,2.6,4.8,3.3,0.7,0,1.9,7.2,0.7,6,5.2,4.1,9.3,1,3.7,0,2.9,3.4,1.4
Barisal,1972,8,5.2,3.2,6,4.9,0,0,0.5,9.4,4.2,3.4,8.1,2.8,0,1.4,0,1.2,0.5,5.6,12.1,9.5,8,8.5,5.7,0,2.6,10.2,2.9,0.2,5.8,10.4,5.6
Barisal,1972,9,9.7,9,1.8,2.3,6.7,5.7,12.2,6.4,9.7,3.4,1,10.8,10.9,12.4,11,9.9,10.7,8.5,10.5,5.3,9.2,7.2,10.4,11.5,10.4,9.4,9.2,8.1,5.5,4.7,
Barisal,1972,10,9.3,9.3,12,8.3,0,5.1,6.6,2.2,0,10.3,7.4,11.3,10,9.7,10.3,9.4,11.5,11.3,11,10.9,10.9,11.1,11.2,9.8,11.2,8.3,10.2,8,11,10,4
Barisal,1972,11,10.2,11.3,3.7,1.1,11.1,9.9,11,11.1,10.9,10.8,10.9,10.7,10.6,10.6,10.7,10.4,10.9,10.5,7.6,7.4,9.6,9.2,9,11,11,8.2,6.4,10,11,11,
Barisal,1972,12,10,10.4,11.1,11,9.9,9.5,10.4,10.6,9.5,11,10.5,10.2,10.2,10.2,10.5,10.3,10.2,10.4,10.8,10.2,9.3,8.2,9.9,10.2,11.2,7.9,10.2,10,10.2,11,10
Barisal,1973,1,9.3,9.7,10,10.2,9.8,9.9,9.6,9.8,8.2,9.7,10.4,9.3,7.7,10.3,9.6,10.3,10.4,10.2,9.9,10.2,9.9,8.5,10.8,10.7,10.6,9.3,10.5,10.6,10.8,10.5,10.8
Barisal,1973,2,4.4,7.4,10.7,10.7,10.9,10.5,10.9,10,10.9,10.6,10.2,10.2,10,8.9,11.2,9.7,7,11,10.7,10.1,10.7,10.9,6.9,10.6,9.8,9.9,9,8,,,
Barisal,1973,3,2.4,3.9,0.5,3.4,11.5,11.2,4,9.8,11.2,10.3,8.8,10.3,9.2,11.3,10.9,11.2,11.3,11.4,9.9,10.6,9.8,11,10.7,11.1,10.4,10.1,9.9,10.9,11,11.2,10.9
Barisal,1973,4,10.9,8.2,10.3,10.3,10,11.1,9.6,10.8,9.9,10.8,10.8,7.9,8.4,10.3,9.4,8.4,8.4,10.1,11.3,10,10.7,10.8,9.8,5,7.3,8.9,10.5,6.3,10.9,10.8,
Barisal,1973,5,10,11.1,12,10,8.9,6.7,5.2,3.3,6.2,1.6,10.2,4,8.9,12.2,9.8,6.3,3,10.2,6.6,7.3,10.1,7.4,8.5,5.2,2.4,2.5,3.6,7.7,0,2.2,4.6
Barisal,1973,6,9.2,12.3,10.4,8.5,8.8,3.3,11.6,1.8,10,0.4,1,3.2,4,0,2.8,0,0,0,0,3.6,6.9,5.3,7.8,7.8,3.8,0,3.3,1.6,0,6.6,
