Block,Measure,Station_Name,Year,Month,Daily_Readings,Rule,Monthly_Value
B57,Max_Temp,Ishurdi,1981,3,31,maximum,34.0
B57,Max_Temp,Ishurdi,1981,4,30,maximum,38.0
B57,Max_Temp,Ishurdi,1981,5,30,maximum,39.0
B57,Max_Temp,Ishurdi,1981,6,30,maximum,37.0
B57,Max_Temp,Ishurdi,1981,7,31,maximum,34.0
B57,Max_Temp,Ishurdi,1981,8,31,maximum,34.0
B57,Max_Temp,Ishurdi,1981,9,30,maximum,34.0
B57,Max_Temp,Ishurdi,1981,10,31,maximum,33.3
B57,Max_Temp,Ishurdi,1981,11,30,maximum,32.5
B57,Max_Temp,Ishurdi,1981,12,31,maximum,29.6
B57,Max_Temp,Ishurdi,1982,1,31,maximum,29.0
B57,Max_Temp,Ishurdi,1982,2,27,maximum,30.5
B57,Max_Temp,Ishurdi,1982,3,31,maximum,36.1
B57,Max_Temp,Ishurdi,1982,4,30,maximum,39.0
B57,Max_Temp,Ishurdi,1982,5,30,maximum,41.5
B57,Max_Temp,Ishurdi,1982,6,30,maximum,36.5
B57,Max_Temp,Ishurdi,1982,7,31,maximum,40.0
B57,Max_Temp,Ishurdi,1982,8,31,maximum,33.2
B57,Max_Temp,Ishurdi,1982,9,30,maximum,35.5
B57,Max_Temp,Ishurdi,1982,10,31,maximum,34.4
B57,Max_Temp,Ishurdi,1982,11,30,maximum,31.5
B57,Max_Temp,Ishurdi,1982,12,31,maximum,27.3
B57,Max_Temp,Ishurdi,1983,1,31,maximum,28.2
B57,Max_Temp,Ishurdi,1983,2,28,maximum,31.3
B57,Max_Temp,Ishurdi,1983,3,31,maximum,38.2
B57,Max_Temp,Ishurdi,1983,4,29,maximum,40.0
B57,Max_Temp,Ishurdi,1983,5,31,maximum,37.5
B57,Max_Temp,Ishurdi,1983,6,28,maximum,38.5
B57,Max_Temp,Ishurdi,1983,7,31,maximum,37.2
B57,Max_Temp,Ishurdi,1983,8,31,maximum,35.0
B57,Max_Temp,Ishurdi,1983,9,30,maximum,34.6
B57,Max_Temp,Ishurdi,1983,10,27,maximum,35.2
B57,Max_Temp,Ishurdi,1983,11,28,maximum,32.0
B57,Max_Temp,Ishurdi,1983,12,28,maximum,28.5
B57,Max_Temp,Ishurdi,1984,1,29,maximum,25.6
B57,Max_Temp,Ishurdi,1984,2,28,maximum,31.0
B57,Max_Temp,Ishurdi,1984,3,30,maximum,39.7
B57,Max_Temp,Ishurdi,1984,4,28,maximum,42.6
B57,Max_Temp,Ishurdi,1984,5,29,maximum,38.5
B57,Max_Temp,Ishurdi,1984,6,30,maximum,43.0
B57,Max_Temp,Ishurdi,1984,7,31,maximum,34.5
B57,Max_Temp,Ishurdi,1984,8,31,maximum,39.0
B57,Max_Temp,Ishurdi,1984,9,29,maximum,34.2
B57,Max_Temp,Ishurdi,1984,10,30,maximum,36.0
B57,Max_Temp,Ishurdi,1984,11,30,maximum,30.5
B57,Max_Temp,Ishurdi,1984,12,31,maximum,29.3
B57,Max_Temp,Ishurdi,1985,1,31,maximum,28.0
B57,Max_Temp,Ishurdi,1985,2,28,maximum,31.0
B57,Max_Temp,Ishurdi,1985,3,29,maximum,38.0
B57,Max_Temp,Ishurdi,1985,4,30,maximum,42.5
B57,Max_Temp,Ishurdi,1985,5,31,maximum,37.3
B57,Max_Temp,Ishurdi,1985,6,29,maximum,36.8
B57,Max_Temp,Ishurdi,1985,7,31,maximum,34.5
B57,Max_Temp,Ishurdi,1985,8,31,maximum,37.3
B57,Max_Temp,Ishurdi,1985,9,30,maximum,34.5
B57,Max_Temp,Ishurdi,1985,10,29,maximum,34.2
B57,Max_Temp,Ishurdi,1985,11,30,maximum,31.4
B57,Max_Temp,Ishurdi,1985,12,31,maximum,29.0
B57,Max_Temp,Ishurdi,1986,1,31,maximum,29.5
B57,Max_Temp,Ishurdi,1986,2,28,maximum,31.4
B57,Max_Temp,Ishurdi,1986,3,31,maximum,41.2
B57,Max_Temp,Ishurdi,1986,4,30,maximum,41.7
B57,Max_Temp,Ishurdi,1986,5,31,maximum,39.8
B57,Max_Temp,Ishurdi,1986,6,29,maximum,39.0
B57,Max_Temp,Ishurdi,1986,7,31,maximum,34.5
B57,Max_Temp,Ishurdi,1986,8,31,maximum,35.3
B57,Max_Temp,Ishurdi,1986,9,30,maximum,36.2
B57,Max_Temp,Ishurdi,1986,10,31,maximum,32.8
B57,Max_Temp,Ishurdi,1986,11,30,maximum,32.0
B57,Max_Temp,Ishurdi,1986,12,31,maximum,28.4
B57,Max_Temp,Ishurdi,1987,1,31,maximum,27.7
B57,Max_Temp,Ishurdi,1987,2,28,maximum,34.4
B57,Max_Temp,Ishurdi,1987,3,31,maximum,38.2
B57,Max_Temp,Ishurdi,1987,4,27,maximum,41.0
B57,Max_Temp,Ishurdi,1987,5,31,maximum,41.8
B57,Max_Temp,Ishurdi,1987,6,26,maximum,38.4
B57,Max_Temp,Ishurdi,1987,7,31,maximum,34.7
B57,Max_Temp,Ishurdi,1987,8,31,maximum,35.6
B57,Max_Temp,Ishurdi,1987,9,22,maximum,34.0
B57,Max_Temp,Ishurdi,1987,10,2,maximum,32.0
B57,Max_Temp,Ishurdi,1987,12,1,maximum,28.0
B57,Max_Temp,Ishurdi,1988,8,15,maximum,33.7
B57,Max_Temp,Ishurdi,1988,9,30,maximum,35.0
B57,Max_Temp,Ishurdi,1988,10,31,maximum,33.8
B57,Max_Temp,Ishurdi,1988,11,30,maximum,31.8
B57,Max_Temp,Ishurdi,1988,12,31,maximum,28.2
B57,Max_Temp,Ishurdi,1989,1,31,maximum,27.0
B57,Max_Temp,Ishurdi,1989,2,28,maximum,33.0
B57,Max_Temp,Ishurdi,1989,3,31,maximum,37.7
B57,Max_Temp,Ishurdi,1989,4,30,maximum,42.0
B57,Max_Temp,Ishurdi,1989,5,30,maximum,43.0
B57,Max_Temp,Ishurdi,1989,6,30,maximum,35.6
B57,Max_Temp,Ishurdi,1989,7,31,maximum,34.5
B57,Max_Temp,Ishurdi,1989,8,31,maximum,34.5
B57,Max_Temp,Ishurdi,1989,9,30,maximum,35.2
B57,Max_Temp,Ishurdi,1989,10,31,maximum,35.0
B57,Max_Temp,Ishurdi,1989,11,30,maximum,32.4
B57,Max_Temp,Ishurdi,1989,12,31,maximum,28.6
B57,Max_Temp,Ishurdi,1990,1,31,maximum,30.0
B57,Max_Temp,Ishurdi,1990,2,28,maximum,30.2
B57,Max_Temp,Ishurdi,1990,3,31,maximum,35.0
B57,Max_Temp,Ishurdi,1990,4,29,maximum,38.7
B57,Max_Temp,Ishurdi,1990,5,31,maximum,35.5
B57,Max_Temp,Ishurdi,1990,6,30,maximum,34.5
B57,Max_Temp,Ishurdi,1990,7,31,maximum,33.5
B57,Max_Temp,Ishurdi,1990,8,31,maximum,35.0
B57,Max_Temp,Ishurdi,1990,9,30,maximum,35.5
B57,Max_Temp,Ishurdi,1990,10,31,maximum,34.3
B57,Max_Temp,Ishurdi,1990,11,30,maximum,32.8
B57,Max_Temp,Ishurdi,1990,12,31,maximum,28.9
B57,Max_Temp,Ishurdi,1991,1,31,maximum,28.4
B57,Max_Temp,Ishurdi,1991,2,28,maximum,33.7
B57,Max_Temp,Ishurdi,1991,3,31,maximum,38.5
B57,Max_Temp,Ishurdi,1991,4,29,maximum,40.2
B57,Max_Temp,Ishurdi,1991,5,31,maximum,40.2
B57,Max_Temp,Ishurdi,1991,6,30,maximum,34.5
B57,Max_Temp,Ishurdi,1991,7,31,maximum,35.0
B57,Max_Temp,Ishurdi,1991,8,31,maximum,36.0
B57,Max_Temp,Ishurdi,1991,9,30,maximum,33.5
B57,Max_Temp,Ishurdi,1991,10,31,maximum,34.8
B57,Max_Temp,Ishurdi,1991,11,30,maximum,30.5
B57,Max_Temp,Ishurdi,1991,12,31,maximum,28.5
B57,Max_Temp,Ishurdi,1992,1,31,maximum,27.5
B57,Max_Temp,Ishurdi,1992,2,29,maximum,28.2
B57,Max_Temp,Ishurdi,1992,3,30,maximum,39.0
B57,Max_Temp,Ishurdi,1992,4,28,maximum,42.1
B57,Max_Temp,Ishurdi,1992,5,30,maximum,40.5
B57,Max_Temp,Ishurdi,1992,6,30,maximum,38.5
B57,Max_Temp,Ishurdi,1992,7,31,maximum,34.4
B57,Max_Temp,Ishurdi,1992,8,31,maximum,35.5
B57,Max_Temp,Ishurdi,1992,9,30,maximum,35.7
B57,Max_Temp,Ishurdi,1992,10,31,maximum,34.7
B57,Max_Temp,Ishurdi,1992,11,30,maximum,33.6
B57,Max_Temp,Ishurdi,1992,12,31,maximum,27.2
B57,Max_Temp,Ishurdi,1993,1,31,maximum,28.5
B57,Max_Temp,Ishurdi,1993,2,28,maximum,34.2
B57,Max_Temp,Ishurdi,1993,3,31,maximum,37.2
B57,Max_Temp,Ishurdi,1993,4,30,maximum,39.1
B57,Max_Temp,Ishurdi,1993,5,31,maximum,36.6
B57,Max_Temp,Ishurdi,1993,6,30,maximum,35.2
B57,Max_Temp,Ishurdi,1993,7,31,maximum,34.8
B57,Max_Temp,Ishurdi,1993,8,31,maximum,33.2
B57,Max_Temp,Ishurdi,1993,9,30,maximum,35.0
B57,Max_Temp,Ishurdi,1993,10,31,maximum,34.5
B57,Max_Temp,Ishurdi,1993,11,30,maximum,31.3
B57,Max_Temp,Ishurdi,1993,12,31,maximum,29.4
B57,Max_Temp,Ishurdi,1994,1,31,maximum,28.3
B57,Max_Temp,Ishurdi,1994,2,28,maximum,31.7
B57,Max_Temp,Ishurdi,1994,3,31,maximum,38.5
B57,Max_Temp,Ishurdi,1994,4,29,maximum,40.2
B57,Max_Temp,Ishurdi,1994,5,31,maximum,42.5
B57,Max_Temp,Ishurdi,1994,6,30,maximum,37.2
B57,Max_Temp,Ishurdi,1994,7,31,maximum,35.0
B57,Max_Temp,Ishurdi,1994,8,31,maximum,34.5
B57,Max_Temp,Ishurdi,1994,9,30,maximum,35.5
B57,Max_Temp,Ishurdi,1994,10,31,maximum,34.5
B57,Max_Temp,Ishurdi,1994,11,30,maximum,32.0
B57,Max_Temp,Ishurdi,1994,12,31,maximum,29.0
B57,Max_Temp,Ishurdi,1995,1,31,maximum,27.5
B57,Max_Temp,Ishurdi,1995,2,28,maximum,30.0
B57,Max_Temp,Ishurdi,1995,3,31,maximum,40.2
B57,Max_Temp,Ishurdi,1995,4,29,maximum,43.0
B57,Max_Temp,Ishurdi,1995,5,31,maximum,42.8
B57,Max_Temp,Ishurdi,1995,6,30,maximum,37.5
B57,Max_Temp,Ishurdi,1995,7,31,maximum,33.8
B57,Max_Temp,Ishurdi,1995,8,31,maximum,34.7
B57,Max_Temp,Ishurdi,1995,9,30,maximum,35.0
B57,Max_Temp,Ishurdi,1995,10,31,maximum,34.2
B57,Max_Temp,Ishurdi,1995,11,30,maximum,33.8
B57,Max_Temp,Ishurdi,1995,12,31,maximum,27.8
B57,Max_Temp,Ishurdi,1996,1,31,maximum,27.0
B57,Max_Temp,Ishurdi,1996,2,29,maximum,31.0
B57,Max_Temp,Ishurdi,1996,3,31,maximum,37.0
B57,Max_Temp,Ishurdi,1996,4,30,maximum,42.2
B57,Max_Temp,Ishurdi,1996,5,31,maximum,40.5
B57,Max_Temp,Ishurdi,1996,6,30,maximum,36.0
B57,Max_Temp,Ishurdi,1996,7,31,maximum,35.3
B57,Max_Temp,Ishurdi,1996,8,31,maximum,35.3
B57,Max_Temp,Ishurdi,1996,9,30,maximum,36.0
B57,Max_Temp,Ishurdi,1996,10,31,maximum,35.1
B57,Max_Temp,Ishurdi,1996,11,30,maximum,33.5
B57,Max_Temp,Ishurdi,1996,12,31,maximum,28.6
B57,Max_Temp,Ishurdi,1997,1,31,maximum,26.3
B57,Max_Temp,Ishurdi,1997,2,28,maximum,30.4
B57,Max_Temp,Ishurdi,1997,3,31,maximum,35.2
B57,Max_Temp,Ishurdi,1997,4,30,maximum,37.0
B57,Max_Temp,Ishurdi,1997,5,31,maximum,40.6
B57,Max_Temp,Ishurdi,1997,6,30,maximum,38.0
B57,Max_Temp,Ishurdi,1997,7,31,maximum,34.8
B57,Max_Temp,Ishurdi,1997,8,31,maximum,36.5
B57,Max_Temp,Ishurdi,1997,9,30,maximum,34.0
B57,Max_Temp,Ishurdi,1997,10,31,maximum,33.6
B57,Max_Temp,Ishurdi,1997,11,30,maximum,33.0
B57,Max_Temp,Ishurdi,1997,12,31,maximum,29.8
B57,Max_Temp,Ishurdi,1998,1,31,maximum,26.2
B57,Max_Temp,Ishurdi,1998,2,28,maximum,31.2
B57,Max_Temp,Ishurdi,1998,3,31,maximum,36.0
B57,Max_Temp,Ishurdi,1998,4,30,maximum,37.6
B57,Max_Temp,Ishurdi,1998,5,31,maximum,39.8
B57,Max_Temp,Ishurdi,1998,6,30,maximum,40.0
B57,Max_Temp,Ishurdi,1998,7,31,maximum,35.0
B57,Max_Temp,Ishurdi,1998,8,31,maximum,34.5
B57,Max_Temp,Ishurdi,1998,9,30,maximum,36.0
B57,Max_Temp,Ishurdi,1998,10,31,maximum,36.0
B57,Max_Temp,Ishurdi,1998,11,30,maximum,32.0
B57,Max_Temp,Ishurdi,1998,12,31,maximum,29.5
B57,Max_Temp,Ishurdi,1999,1,31,maximum,28.6
B57,Max_Temp,Ishurdi,1999,2,28,maximum,34.8
B57,Max_Temp,Ishurdi,1999,3,31,maximum,38.0
B57,Max_Temp,Ishurdi,1999,4,29,maximum,40.5
B57,Max_Temp,Ishurdi,1999,5,31,maximum,38.7
B57,Max_Temp,Ishurdi,1999,6,29,maximum,37.0
B57,Max_Temp,Ishurdi,1999,7,31,maximum,34.5
B57,Max_Temp,Ishurdi,1999,8,31,maximum,34.4
B57,Max_Temp,Ishurdi,1999,9,30,maximum,34.5
B57,Max_Temp,Ishurdi,1999,10,31,maximum,34.0
B57,Max_Temp,Ishurdi,1999,11,30,maximum,33.0
B57,Max_Temp,Ishurdi,1999,12,31,maximum,29.2
B57,Max_Temp,Ishurdi,2000,1,31,maximum,27.7
B57,Max_Temp,Ishurdi,2000,2,29,maximum,28.5
B57,Max_Temp,Ishurdi,2000,3,31,maximum,35.3
B57,Max_Temp,Ishurdi,2000,4,30,maximum,39.5
B57,Max_Temp,Ishurdi,2000,5,31,maximum,39.5
B57,Max_Temp,Ishurdi,2000,6,30,maximum,36.0
B57,Max_Temp,Ishurdi,2000,7,31,maximum,35.8
B57,Max_Temp,Ishurdi,2000,8,31,maximum,35.7
B57,Max_Temp,Ishurdi,2000,9,30,maximum,35.0
B57,Max_Temp,Ishurdi,2000,10,31,maximum,35.0
B57,Max_Temp,Ishurdi,2000,11,30,maximum,33.0
B57,Max_Temp,Ishurdi,2000,12,31,maximum,27.2
B57,Max_Temp,Ishurdi,2001,1,31,maximum,28.4
B57,Max_Temp,Ishurdi,2001,2,28,maximum,31.4
B57,Max_Temp,Ishurdi,2001,3,31,maximum,37.6
B57,Max_Temp,Ishurdi,2001,4,28,maximum,38.8
B57,Max_Temp,Ishurdi,2001,5,31,maximum,37.0
B57,Max_Temp,Ishurdi,2001,6,30,maximum,35.0
B57,Max_Temp,Ishurdi,2001,7,31,maximum,34.2
B57,Max_Temp,Ishurdi,2001,8,31,maximum,35.1
B57,Max_Temp,Ishurdi,2001,9,30,maximum,34.5
B57,Max_Temp,Ishurdi,2001,10,31,maximum,33.8
B57,Max_Temp,Ishurdi,2001,11,30,maximum,32.2
B57,Max_Temp,Ishurdi,2001,12,31,maximum,27.7
B57,Max_Temp,Ishurdi,2002,1,31,maximum,28.2
B57,Max_Temp,Ishurdi,2002,2,28,maximum,32.6
B57,Max_Temp,Ishurdi,2002,3,31,maximum,36.3
B57,Max_Temp,Ishurdi,2002,4,30,maximum,36.4
B57,Max_Temp,Ishurdi,2002,5,31,maximum,39.0
B57,Max_Temp,Ishurdi,2002,6,30,maximum,36.0
B57,Max_Temp,Ishurdi,2002,7,30,maximum,36.4
B57,Max_Temp,Ishurdi,2002,8,31,maximum,34.6
B57,Max_Temp,Ishurdi,2002,9,30,maximum,35.8
B57,Max_Temp,Ishurdi,2002,10,31,maximum,34.8
B57,Max_Temp,Ishurdi,2002,11,30,maximum,31.8
B57,Max_Temp,Ishurdi,2002,12,31,maximum,29.0
B57,Max_Temp,Ishurdi,2003,1,31,maximum,26.5
B57,Max_Temp,Ishurdi,2003,2,28,maximum,32.0
B57,Max_Temp,Ishurdi,2003,3,31,maximum,35.5
B57,Max_Temp,Ishurdi,2003,4,30,maximum,38.2
B57,Max_Temp,Ishurdi,2003,5,31,maximum,40.0
B57,Max_Temp,Ishurdi,2003,6,30,maximum,37.5
B57,Max_Temp,Ishurdi,2003,7,31,maximum,35.5
B57,Max_Temp,Ishurdi,2003,8,31,maximum,35.5
B57,Max_Temp,Ishurdi,2003,9,30,maximum,34.6
B57,Max_Temp,Ishurdi,2003,10,31,maximum,34.5
B57,Max_Temp,Ishurdi,2003,11,30,maximum,32.0
B57,Max_Temp,Ishurdi,2003,12,31,maximum,29.0
B57,Max_Temp,Ishurdi,2004,1,31,maximum,26.6
B57,Max_Temp,Ishurdi,2004,2,29,maximum,35.0
B57,Max_Temp,Ishurdi,2004,3,31,maximum,38.2
B57,Max_Temp,Ishurdi,2004,4,30,maximum,40.6
B57,Max_Temp,Ishurdi,2004,5,31,maximum,41.3
B57,Max_Temp,Ishurdi,2004,6,30,maximum,36.5
B57,Max_Temp,Ishurdi,2004,7,31,maximum,34.6
B57,Max_Temp,Ishurdi,2004,8,31,maximum,34.5
B57,Max_Temp,Ishurdi,2004,9,30,maximum,34.7
B57,Max_Temp,Ishurdi,2004,10,31,maximum,34.2
B57,Max_Temp,Ishurdi,2004,11,30,maximum,30.5
B57,Max_Temp,Ishurdi,2004,12,31,maximum,28.8
B57,Max_Temp,Ishurdi,2005,1,31,maximum,27.0
B57,Max_Temp,Ishurdi,2005,2,28,maximum,32.5
B57,Max_Temp,Ishurdi,2005,3,31,maximum,37.0
B57,Max_Temp,Ishurdi,2005,4,30,maximum,38.5
B57,Max_Temp,Ishurdi,2005,5,31,maximum,40.0
B57,Max_Temp,Ishurdi,2005,6,30,maximum,42.0
B57,Max_Temp,Ishurdi,2005,7,31,maximum,35.0
B57,Max_Temp,Ishurdi,2005,8,31,maximum,36.5
B57,Max_Temp,Ishurdi,2005,9,30,maximum,36.0
B57,Max_Temp,Ishurdi,2005,10,31,maximum,33.8
B57,Max_Temp,Ishurdi,2005,11,30,maximum,32.2
B57,Max_Temp,Ishurdi,2005,12,31,maximum,28.4
B57,Max_Temp,Ishurdi,2006,1,31,maximum,28.0
B57,Max_Temp,Ishurdi,2006,2,28,maximum,36.4
B57,Max_Temp,Ishurdi,2006,3,31,maximum,40.0
B57,Max_Temp,Ishurdi,2006,4,30,maximum,38.4
B57,Max_Temp,Ishurdi,2006,5,31,maximum,38.2
B57,Max_Temp,Ishurdi,2006,6,30,maximum,37.2
B57,Max_Temp,Ishurdi,2006,7,31,maximum,35.5
B57,Max_Temp,Ishurdi,2006,8,31,maximum,36.4
B57,Max_Temp,Ishurdi,2006,9,30,maximum,36.2
B57,Max_Temp,Ishurdi,2006,10,31,maximum,35.5
B57,Max_Temp,Ishurdi,2006,11,30,maximum,32.0
B57,Max_Temp,Ishurdi,2006,12,31,maximum,29.8
B57,Max_Temp,Ishurdi,2007,1,31,maximum,29.8
B57,Max_Temp,Ishurdi,2007,2,28,maximum,31.0
B57,Max_Temp,Ishurdi,2007,3,31,maximum,36.8
B57,Max_Temp,Ishurdi,2007,4,30,maximum,40.0
B57,Max_Temp,Ishurdi,2007,5,31,maximum,40.2
B57,Max_Temp,Ishurdi,2007,6,30,maximum,39.5
B57,Max_Temp,Ishurdi,2007,7,31,maximum,36.5
B57,Max_Temp,Ishurdi,2007,8,31,maximum,37.5
B57,Max_Temp,Ishurdi,2007,9,30,maximum,35.4
B57,Max_Temp,Ishurdi,2007,10,31,maximum,35.4
B57,Max_Temp,Ishurdi,2007,11,30,maximum,32.5
B57,Max_Temp,Ishurdi,2007,12,31,maximum,28.4
B57,Max_Temp,Ishurdi,2008,1,31,maximum,28.6
B57,Max_Temp,Ishurdi,2008,2,29,maximum,30.2
B57,Max_Temp,Ishurdi,2008,3,31,maximum,36.8
B57,Max_Temp,Ishurdi,2008,4,30,maximum,40.4
B57,Max_Temp,Ishurdi,2008,5,31,maximum,37.5
B57,Max_Temp,Ishurdi,2008,6,30,maximum,35.8
B57,Max_Temp,Ishurdi,2008,7,31,maximum,35.0
B57,Max_Temp,Ishurdi,2008,8,31,maximum,35.0
B57,Max_Temp,Ishurdi,2008,9,30,maximum,35.2
B57,Max_Temp,Ishurdi,2008,10,31,maximum,34.2
B57,Max_Temp,Ishurdi,2008,11,30,maximum,32.8
B57,Max_Temp,Ishurdi,2008,12,31,maximum,29.6
B57,Max_Temp,Ishurdi,2009,1,31,maximum,27.0
B57,Max_Temp,Ishurdi,2009,2,28,maximum,33.5
B57,Max_Temp,Ishurdi,2009,3,31,maximum,36.4
B57,Max_Temp,Ishurdi,2009,4,30,maximum,40.8
B57,Max_Temp,Ishurdi,2009,5,31,maximum,41.4
B57,Max_Temp,Ishurdi,2009,6,30,maximum,39.5
B57,Max_Temp,Ishurdi,2009,7,31,maximum,36.4
B57,Max_Temp,Ishurdi,2009,8,31,maximum,36.0
B57,Max_Temp,Ishurdi,2009,9,30,maximum,35.5
B57,Max_Temp,Ishurdi,2009,10,31,maximum,34.4
B57,Max_Temp,Ishurdi,2009,11,30,maximum,33.5
B57,Max_Temp,Ishurdi,2009,12,31,maximum,28.5
B57,Max_Temp,Ishurdi,2010,1,31,maximum,27.2
B57,Max_Temp,Ishurdi,2010,2,28,maximum,33.0
B57,Max_Temp,Ishurdi,2010,3,31,maximum,40.2
B57,Max_Temp,Ishurdi,2010,4,30,maximum,42.5
B57,Max_Temp,Ishurdi,2010,5,31,maximum,39.7
B57,Max_Temp,Ishurdi,2010,6,30,maximum,37.4
B57,Max_Temp,Ishurdi,2010,7,31,maximum,36.0
B57,Max_Temp,Ishurdi,2010,8,31,maximum,37.5
B57,Max_Temp,Ishurdi,2010,9,30,maximum,35.5
B57,Max_Temp,Ishurdi,2010,10,31,maximum,36.4
B57,Max_Temp,Ishurdi,2010,11,30,maximum,33.2
B57,Max_Temp,Ishurdi,2010,12,31,maximum,28.8
B57,Max_Temp,Ishurdi,2011,1,31,maximum,26.8
B57,Max_Temp,Ishurdi,2011,2,28,maximum,32.5
B57,Max_Temp,Ishurdi,2011,3,31,maximum,38.0
B57,Max_Temp,Ishurdi,2011,4,30,maximum,37.5
B57,Max_Temp,Ishurdi,2011,5,31,maximum,36.3
B57,Max_Temp,Ishurdi,2011,6,30,maximum,37.5
B57,Max_Temp,Ishurdi,2011,7,31,maximum,35.8
B57,Max_Temp,Ishurdi,2011,8,31,maximum,35.5
B57,Max_Temp,Ishurdi,2011,9,30,maximum,36.4
B57,Max_Temp,Ishurdi,2011,10,31,maximum,35.0
B57,Max_Temp,Ishurdi,2011,11,30,maximum,31.2
B57,Max_Temp,Ishurdi,2011,12,31,maximum,30.0
B57,Max_Temp,Ishurdi,2012,1,31,maximum,27.5
B57,Max_Temp,Ishurdi,2012,2,29,maximum,32.5
B57,Max_Temp,Ishurdi,2012,3,31,maximum,38.8
B57,Max_Temp,Ishurdi,2012,4,30,maximum,40.2
B57,Max_Temp,Ishurdi,2012,5,31,maximum,41.8
B57,Max_Temp,Ishurdi,2012,6,30,maximum,40.8
B57,Max_Temp,Ishurdi,2012,7,31,maximum,35.7
B57,Max_Temp,Ishurdi,2012,8,31,maximum,35.6
B57,Max_Temp,Ishurdi,2012,9,30,maximum,36.8
B57,Max_Temp,Ishurdi,2012,10,31,maximum,34.5
B57,Max_Temp,Ishurdi,2012,11,30,maximum,30.8
B57,Max_Temp,Ishurdi,2012,12,31,maximum,27.6
B57,Max_Temp,Ishurdi,2013,1,31,maximum,27.0
B57,Max_Temp,Ishurdi,2013,2,28,maximum,31.6
B57,Max_Temp,Ishurdi,2013,3,31,maximum,37.2
B57,Max_Temp,Ishurdi,2013,4,30,maximum,40.0
B57,Max_Temp,Ishurdi,2013,5,31,maximum,38.0
B57,Max_Temp,Ishurdi,2013,6,30,maximum,36.8
B57,Max_Temp,Ishurdi,2013,7,31,maximum,35.5
B57,Max_Temp,Ishurdi,2013,8,31,maximum,36.2
B57,Max_Temp,Ishurdi,2013,9,30,maximum,35.6
B57,Max_Temp,Ishurdi,2013,10,31,maximum,34.2
B57,Max_Temp,Ishurdi,2013,11,30,maximum,32.0
B57,Max_Temp,Ishurdi,2013,12,31,maximum,29.4
B57,Max_Temp,Ishurdi,2014,1,31,maximum,27.7
B57,Max_Temp,Ishurdi,2014,2,28,maximum,29.5
B57,Max_Temp,Ishurdi,2014,3,31,maximum,38.4
B57,Max_Temp,Ishurdi,2014,4,30,maximum,41.0
B57,Max_Temp,Ishurdi,2014,5,31,maximum,42.0
B57,Max_Temp,Ishurdi,2014,6,30,maximum,38.0
B57,Max_Temp,Ishurdi,2014,7,31,maximum,36.0
B57,Max_Temp,Ishurdi,2014,8,31,maximum,35.4
B57,Max_Temp,Ishurdi,2014,9,30,maximum,36.6
B57,Max_Temp,Ishurdi,2014,10,31,maximum,34.6
B57,Max_Temp,Ishurdi,2014,11,30,maximum,33.0
B57,Max_Temp,Ishurdi,2014,12,31,maximum,28.5
B57,Max_Temp,Ishurdi,2015,1,31,maximum,29.5
B57,Max_Temp,Ishurdi,2015,2,28,maximum,33.7
B57,Max_Temp,Ishurdi,2015,3,31,maximum,36.5
B57,Max_Temp,Ishurdi,2015,4,30,maximum,36.5
B57,Max_Temp,Ishurdi,2015,5,31,maximum,39.2
B57,Max_Temp,Ishurdi,2015,6,30,maximum,37.5
B57,Max_Temp,Ishurdi,2015,7,31,maximum,36.2
B57,Max_Temp,Ishurdi,2015,8,31,maximum,35.2
B57,Max_Temp,Ishurdi,2015,9,30,maximum,36.5
B57,Max_Temp,Ishurdi,2015,10,31,maximum,35.7
B57,Max_Temp,Ishurdi,2015,11,30,maximum,32.4
B57,Max_Temp,Ishurdi,2015,12,31,maximum,30.0
B57,Max_Temp,Ishurdi,2016,1,31,maximum,28.0
B57,Max_Temp,Ishurdi,2016,2,29,maximum,33.5
B57,Max_Temp,Ishurdi,2016,3,31,maximum,36.0
B57,Max_Temp,Ishurdi,2016,4,30,maximum,40.2
B57,Max_Temp,Ishurdi,2016,5,31,maximum,39.0
B57,Max_Temp,Ishurdi,2016,6,30,maximum,37.5
B57,Max_Temp,Ishurdi,2016,7,31,maximum,35.0
B57,Max_Temp,Ishurdi,2016,8,31,maximum,36.2
B57,Max_Temp,Ishurdi,2016,9,30,maximum,35.0
B57,Max_Temp,Ishurdi,2016,10,31,maximum,35.8
B57,Max_Temp,Ishurdi,2016,11,30,maximum,33.6
B57,Max_Temp,Ishurdi,2016,12,31,maximum,29.5
B57,Max_Temp,Ishurdi,2017,1,31,maximum,29.3
B57,Max_Temp,Ishurdi,2017,2,28,maximum,33.1
B57,Max_Temp,Ishurdi,2017,3,31,maximum,36.8
B57,Max_Temp,Ishurdi,2017,4,30,maximum,38.0
B57,Max_Temp,Ishurdi,2017,5,31,maximum,37.2
B57,Max_Temp,Ishurdi,2017,6,30,maximum,37.0
B57,Max_Temp,Ishurdi,2017,7,31,maximum,36.0
B57,Max_Temp,Ishurdi,2017,8,31,maximum,35.5
B57,Max_Temp,Ishurdi,2017,9,30,maximum,36.2
B57,Max_Temp,Ishurdi,2017,10,31,maximum,35.8
B57,Max_Temp,Ishurdi,2017,11,30,maximum,32.5
B57,Max_Temp,Ishurdi,2017,12,31,maximum,28.8
B57,Max_Temp,Ishurdi,2018,1,31,maximum,26.8
B57,Max_Temp,Ishurdi,2018,2,28,maximum,32.5
