Relation,Primary_Key,Source_Kept,Value_Kept,Source_Rejected,Value_Rejected,Conflict_Class
Temperature_Record,Barisal | 2011 | 3 | Maximum,BRRI B57,35.5,BBS B03,32.4,substantive
Temperature_Record,Barisal | 2011 | 4 | Maximum,BRRI B57,35.7,BBS B03,33.3,substantive
Temperature_Record,Barisal | 2011 | 5 | Maximum,BRRI B57,36.2,BBS B03,33.8,substantive
Temperature_Record,Barisal | 2011 | 6 | Maximum,BRRI B57,35.6,BBS B03,32.3,substantive
Temperature_Record,Barisal | 2011 | 7 | Maximum,BMD B53,31.8,BRRI B57,35.0,substantive
Temperature_Record,Barisal | 2011 | 8 | Maximum,BRRI B57,35.6,BBS B03,31.0,substantive
Temperature_Record,Barisal | 2011 | 9 | Maximum,BMD B53,31.7,BRRI B57,35.5,substantive
Temperature_Record,Barisal | 2011 | 10 | Maximum,BRRI B57,35.0,BBS B03,32.9,substantive
Temperature_Record,Barisal | 2011 | 11 | Maximum,BRRI B57,32.5,BBS B03,30.3,substantive
Temperature_Record,Barisal | 2011 | 12 | Maximum,BRRI B57,30.6,BBS B03,26.1,substantive
Temperature_Record,Barisal | 2012 | 1 | Maximum,BMD B54,25.0,BRRI B57,28.8,substantive
Temperature_Record,Barisal | 2012 | 2 | Maximum,BMD B54,29.3,BRRI B57,34.2,substantive
Temperature_Record,Barisal | 2012 | 3 | Maximum,BMD B54,32.4,BRRI B57,35.8,substantive
Temperature_Record,Barisal | 2012 | 4 | Maximum,BMD B54,33.3,BRRI B57,37.3,substantive
Temperature_Record,Barisal | 2012 | 5 | Maximum,BMD B54,33.8,BRRI B57,36.6,substantive
Temperature_Record,Barisal | 2012 | 6 | Maximum,BMD B54,32.3,BRRI B57,36.7,substantive
Temperature_Record,Barisal | 2012 | 7 | Maximum,BMD B54,31.8,BRRI B57,34.2,substantive
Temperature_Record,Barisal | 2012 | 8 | Maximum,BMD B54,31.0,BRRI B57,34.6,substantive
Temperature_Record,Barisal | 2012 | 9 | Maximum,BMD B54,31.7,BRRI B57,35.0,substantive
Temperature_Record,Barisal | 2012 | 10 | Maximum,BMD B54,32.9,BRRI B57,34.6,substantive
Temperature_Record,Barisal | 2012 | 11 | Maximum,BMD B54,30.3,BRRI B57,32.7,substantive
Temperature_Record,Barisal | 2012 | 12 | Maximum,BMD B54,26.1,BRRI B57,28.8,substantive
Temperature_Record,Barisal | 2013 | 1 | Maximum,BRRI B57,28.7,BBS B03,24.8,substantive
Temperature_Record,Barisal | 2013 | 2 | Maximum,BRRI B57,32.3,BBS B03,29.0,substantive
Temperature_Record,Barisal | 2013 | 3 | Maximum,BRRI B57,36.2,BBS B03,33.1,substantive
Temperature_Record,Barisal | 2013 | 4 | Maximum,BRRI B57,36.2,BBS B03,34.0,substantive
Temperature_Record,Barisal | 2013 | 5 | Maximum,BRRI B57,37.5,BBS B03,31.3,substantive
Temperature_Record,Barisal | 2013 | 6 | Maximum,BRRI B57,36.0,BBS B03,32.8,substantive
Temperature_Record,Barisal | 2013 | 7 | Maximum,BRRI B57,33.0,BBS B03,31.3,substantive
Temperature_Record,Barisal | 2013 | 8 | Maximum,BRRI B57,34.0,BBS B03,31.4,substantive
Temperature_Record,Barisal | 2013 | 9 | Maximum,BRRI B57,35.0,BBS B03,32.0,substantive
Temperature_Record,Barisal | 2013 | 10 | Maximum,BRRI B57,34.2,BBS B03,30.8,substantive
Temperature_Record,Barisal | 2013 | 11 | Maximum,BRRI B57,32.2,BBS B03,30.0,substantive
Temperature_Record,Barisal | 2013 | 12 | Maximum,BRRI B57,29.5,BBS B03,26.8,substantive
Temperature_Record,Barisal | 2014 | 1 | Maximum,BRRI B57,28.8,BBS B03,24.5,substantive
Temperature_Record,Barisal | 2014 | 2 | Maximum,BRRI B57,29.7,BBS B03,27.3,substantive
Temperature_Record,Barisal | 2014 | 3 | Maximum,BRRI B57,37.4,BBS B03,32.4,substantive
Temperature_Record,Barisal | 2014 | 4 | Maximum,BRRI B57,39.0,BBS B03,36.1,substantive
Temperature_Record,Barisal | 2014 | 5 | Maximum,BRRI B57,36.5,BBS B03,34.7,substantive
Temperature_Record,Barisal | 2014 | 6 | Maximum,BRRI B57,36.6,BBS B03,32.9,substantive
Temperature_Record,Barisal | 2014 | 7 | Maximum,BRRI B57,34.2,BBS B03,31.9,substantive
Temperature_Record,Barisal | 2014 | 8 | Maximum,BRRI B57,33.3,BBS B03,31.6,substantive
Temperature_Record,Barisal | 2014 | 9 | Maximum,BRRI B57,35.6,BBS B03,32.3,substantive
Temperature_Record,Barisal | 2014 | 10 | Maximum,BRRI B57,34.7,BBS B03,32.0,substantive
Temperature_Record,Barisal | 2014 | 11 | Maximum,BRRI B57,33.5,BBS B03,30.2,substantive
Temperature_Record,Barisal | 2014 | 12 | Maximum,BRRI B57,29.8,BBS B03,25.9,substantive
Temperature_Record,Barisal | 2015 | 1 | Maximum,BRRI B57,31.0,BBS B03,25.6,substantive
Temperature_Record,Barisal | 2015 | 2 | Maximum,BRRI B57,32.8,BBS B03,29.1,substantive
Temperature_Record,Barisal | 2015 | 3 | Maximum,BRRI B57,34.9,BBS B03,32.4,substantive
Temperature_Record,Barisal | 2015 | 4 | Maximum,BRRI B57,35.3,BBS B03,33.0,substantive
Temperature_Record,Barisal | 2015 | 5 | Maximum,BRRI B57,36.7,BBS B03,34.7,substantive
Temperature_Record,Barisal | 2015 | 6 | Maximum,BRRI B57,36.6,BBS B03,32.4,substantive
Temperature_Record,Barisal | 2015 | 7 | Maximum,BRRI B57,35.4,BBS B03,30.9,substantive
Temperature_Record,Barisal | 2015 | 8 | Maximum,BRRI B57,33.6,BBS B03,31.7,substantive
Temperature_Record,Barisal | 2015 | 9 | Maximum,BRRI B57,35.5,BBS B03,32.4,substantive
Temperature_Record,Barisal | 2015 | 10 | Maximum,BRRI B57,35.3,BBS B03,31.7,substantive
Temperature_Record,Barisal | 2015 | 11 | Maximum,BRRI B57,31.6,BBS B03,30.0,substantive
Temperature_Record,Barisal | 2015 | 12 | Maximum,BRRI B57,29.7,BBS B03,26.3,substantive
Temperature_Record,Barisal | 2016 | 1 | Maximum,BRRI B57,28.0,BBS B03,25.7,substantive
Temperature_Record,Barisal | 2016 | 2 | Maximum,BRRI B57,34.3,BBS B03,30.1,substantive
Temperature_Record,Barisal | 2016 | 3 | Maximum,BRRI B57,35.6,BBS B03,33.3,substantive
Temperature_Record,Barisal | 2016 | 4 | Maximum,BRRI B57,37.5,BBS B03,34.6,substantive
Temperature_Record,Barisal | 2016 | 5 | Maximum,BRRI B57,37.2,BBS B03,34.0,substantive
Temperature_Record,Barisal | 2016 | 6 | Maximum,BRRI B57,35.5,BBS B03,33.0,substantive
Temperature_Record,Barisal | 2016 | 7 | Maximum,BRRI B57,34.2,BBS B03,31.5,substantive
Temperature_Record,Barisal | 2016 | 8 | Maximum,BRRI B57,34.8,BBS B03,32.0,substantive
Temperature_Record,Barisal | 2016 | 9 | Maximum,BRRI B57,34.2,BBS B03,32.6,substantive
Temperature_Record,Barisal | 2016 | 10 | Maximum,BRRI B57,34.5,BBS B03,32.3,substantive
Temperature_Record,Barisal | 2016 | 11 | Maximum,BRRI B57,33.6,BBS B03,29.5,substantive
Temperature_Record,Barisal | 2016 | 12 | Maximum,BRRI B57,30.4,BBS B03,27.5,substantive
Temperature_Record,Barisal | 2019 | 1 | Maximum,BRRI B57,31.0,BBS B04,27.0,substantive
Temperature_Record,Barisal | 2019 | 2 | Maximum,BRRI B57,33.0,BBS B04,28.8,substantive
Temperature_Record,Barisal | 2019 | 3 | Maximum,BRRI B57,35.2,BBS B04,31.9,substantive
Temperature_Record,Barisal | 2019 | 4 | Maximum,BRRI B57,36.6,BBS B04,33.7,substantive
Temperature_Record,Barisal | 2019 | 5 | Maximum,BRRI B57,36.5,BBS B04,34.8,substantive
Temperature_Record,Barisal | 2019 | 6 | Maximum,BRRI B57,36.4,BBS B04,34.0,substantive
Temperature_Record,Barisal | 2019 | 7 | Maximum,BRRI B57,35.2,BBS B04,32.3,substantive
Temperature_Record,Barisal | 2019 | 8 | Maximum,BRRI B57,35.2,BBS B04,32.7,substantive
Temperature_Record,Barisal | 2019 | 9 | Maximum,BRRI B57,35.2,BBS B04,32.3,substantive
Temperature_Record,Barisal | 2019 | 10 | Maximum,BRRI B57,35.0,BBS B04,32.1,substantive
Temperature_Record,Barisal | 2020 | 1 | Maximum,BRRI B57,30.6,BBS B04,24.8,substantive
Temperature_Record,Barisal | 2020 | 2 | Maximum,BRRI B57,32.1,BBS B04,27.9,substantive
Temperature_Record,Barisal | 2020 | 3 | Maximum,BRRI B57,36.2,BBS B04,32.6,substantive
Temperature_Record,Barisal | 2020 | 4 | Maximum,BRRI B57,36.7,BBS B04,33.7,substantive
Temperature_Record,Barisal | 2020 | 5 | Maximum,BRRI B57,36.2,BBS B04,33.6,substantive
Temperature_Record,Barisal | 2020 | 6 | Maximum,BRRI B57,35.5,BBS B04,32.7,substantive
Temperature_Record,Barisal | 2020 | 7 | Maximum,BRRI B57,35.7,BBS B04,32.6,substantive
Temperature_Record,Barisal | 2020 | 8 | Maximum,BRRI B57,36.8,BBS B04,32.2,substantive
Temperature_Record,Barisal | 2020 | 9 | Maximum,BRRI B57,36.1,BBS B04,33.1,substantive
Temperature_Record,Barisal | 2020 | 10 | Maximum,BRRI B57,35.8,BBS B04,32.8,substantive
Temperature_Record,Barisal | 2020 | 11 | Maximum,BRRI B57,33.5,BBS B04,30.6,substantive
Temperature_Record,Barisal | 2020 | 12 | Maximum,BRRI B57,30.5,BBS B04,26.7,substantive
Temperature_Record,Barisal | 2021 | 1 | Maximum,BRRI B57,30.8,BBS B04,26.6,substantive
Temperature_Record,Barisal | 2021 | 2 | Maximum,BRRI B57,34.2,BBS B04,29.6,substantive
Temperature_Record,Barisal | 2021 | 3 | Maximum,BRRI B57,36.7,BBS B04,34.0,substantive
Temperature_Record,Barisal | 2021 | 4 | Maximum,BRRI B57,38.8,BBS B04,35.4,substantive
Temperature_Record,Barisal | 2021 | 5 | Maximum,BRRI B57,38.3,BBS B04,34.8,substantive
Temperature_Record,Barisal | 2021 | 6 | Maximum,BRRI B57,37.8,BBS B04,31.9,substantive
Temperature_Record,Barisal | 2023 | 1 | Maximum,BRRI B57,30.0,BBS B04,26.3,substantive
Temperature_Record,Barisal | 2023 | 2 | Maximum,BRRI B57,33.6,BBS B04,29.9,substantive
Temperature_Record,Barisal | 2023 | 3 | Maximum,BRRI B57,34.7,BBS B04,32.5,substantive
Temperature_Record,Barisal | 2023 | 4 | Maximum,BRRI B57,39.5,BBS B04,35.4,substantive
Temperature_Record,Barisal | 2023 | 5 | Maximum,BRRI B57,38.2,BBS B04,34.6,substantive
Temperature_Record,Barisal | 2023 | 6 | Maximum,BRRI B57,37.6,BBS B04,33.5,substantive
Temperature_Record,Barisal | 2023 | 7 | Maximum,BRRI B57,35.0,BBS B04,33.4,substantive
Temperature_Record,Barisal | 2023 | 8 | Maximum,BRRI B57,36.3,BBS B04,31.8,substantive
Temperature_Record,Barisal | 2023 | 9 | Maximum,BRRI B57,36.3,BBS B04,32.9,substantive
Temperature_Record,Barisal | 2023 | 10 | Maximum,BRRI B57,34.5,BBS B04,32.4,substantive
Temperature_Record,Barisal | 2023 | 11 | Maximum,BRRI B57,34.4,BBS B04,30.7,substantive
Temperature_Record,Barisal | 2023 | 12 | Maximum,BRRI B57,31.5,BBS B04,27.3,substantive
Temperature_Record,Barisal | 2021 | 7 | Maximum,BRRI B57,35.3,BBS B04,32.6,substantive
Temperature_Record,Barisal | 2021 | 8 | Maximum,BRRI B57,35.2,BBS B04,32.5,substantive
Temperature_Record,Barisal | 2021 | 9 | Maximum,BRRI B57,35.6,BBS B04,32.8,substantive
Temperature_Record,Barisal | 2021 | 10 | Maximum,BRRI B57,36.3,BBS B04,33.4,substantive
Temperature_Record,Barisal | 2021 | 11 | Maximum,BRRI B57,32.6,BBS B04,30.5,substantive
Temperature_Record,Barisal | 2021 | 12 | Maximum,BRRI B57,31.3,BBS B04,26.8,substantive
Temperature_Record,Barisal | 2022 | 1 | Maximum,BRRI B57,29.2,BBS B04,25.3,substantive
Temperature_Record,Barisal | 2022 | 2 | Maximum,BRRI B57,32.0,BBS B04,27.9,substantive
Temperature_Record,Barisal | 2022 | 3 | Maximum,BRRI B57,36.4,BBS B04,33.5,substantive
Temperature_Record,Barisal | 2022 | 4 | Maximum,BRRI B57,36.2,BBS B04,33.9,substantive
Temperature_Record,Barisal | 2022 | 5 | Maximum,BRRI B57,36.0,BBS B04,33.7,substantive
Temperature_Record,Barisal | 2022 | 6 | Maximum,BRRI B57,35.4,BBS B04,33.1,substantive
Temperature_Record,Barisal | 2022 | 7 | Maximum,BRRI B57,35.8,BBS B04,33.2,substantive
Temperature_Record,Barisal | 2022 | 8 | Maximum,BRRI B57,36.6,BBS B04,32.9,substantive
Temperature_Record,Barisal | 2022 | 9 | Maximum,BRRI B57,35.6,BBS B04,32.9,substantive
Temperature_Record,Barisal | 2022 | 10 | Maximum,BRRI B57,34.7,BBS B04,32.4,substantive
Temperature_Record,Barisal | 2022 | 11 | Maximum,BRRI B57,33.5,BBS B04,30.9,substantive
Temperature_Record,Barisal | 2022 | 12 | Maximum,BRRI B57,30.5,BBS B04,27.9,substantive
Temperature_Record,Bhola | 1995 | 1 | Maximum,BMD B37,25.2,BRRI B57,29.0,substantive
Temperature_Record,Bhola | 1995 | 2 | Maximum,BMD B37,27.8,BRRI B57,32.0,substantive
Temperature_Record,Bhola | 1995 | 3 | Maximum,BMD B37,32.8,BRRI B57,37.0,substantive
Temperature_Record,Bhola | 1995 | 4 | Maximum,BMD B37,34.1,BRRI B57,36.6,substantive
Temperature_Record,Bhola | 1995 | 5 | Maximum,BMD B37,33.0,BRRI B57,35.8,substantive
Temperature_Record,Bhola | 1995 | 6 | Maximum,BMD B37,31.5,BRRI B57,34.8,substantive
Temperature_Record,Bhola | 1995 | 7 | Maximum,BMD B37,30.6,BRRI B57,32.3,substantive
Temperature_Record,Bhola | 1995 | 8 | Maximum,BMD B37,31.6,BRRI B57,35.0,substantive
Temperature_Record,Bhola | 1995 | 9 | Maximum,BMD B37,31.3,BRRI B57,34.0,substantive
Temperature_Record,Bhola | 1995 | 10 | Maximum,BMD B37,32.2,BRRI B57,34.2,substantive
Temperature_Record,Bhola | 1995 | 11 | Maximum,BMD B37,29.2,BRRI B57,33.5,substantive
Temperature_Record,Bhola | 1995 | 12 | Maximum,BMD B37,27.5,BRRI B57,30.2,substantive
Temperature_Record,Bhola | 1996 | 1 | Maximum,BMD B38,26.0,BRRI B57,29.2,substantive
Temperature_Record,Bhola | 1996 | 2 | Maximum,BMD B38,29.1,BRRI B57,31.6,substantive
Temperature_Record,Bhola | 1996 | 3 | Maximum,BMD B38,32.4,BRRI B57,34.8,substantive
Temperature_Record,Bhola | 1996 | 4 | Maximum,BMD B38,33.1,BRRI B57,35.6,substantive
Temperature_Record,Bhola | 1996 | 5 | Maximum,BMD B38,33.3,BRRI B57,35.8,substantive
Temperature_Record,Bhola | 1996 | 6 | Maximum,BMD B38,31.7,BRRI B57,35.4,substantive
Temperature_Record,Bhola | 1996 | 7 | Maximum,BMD B38,31.4,BRRI B57,33.0,substantive
Temperature_Record,Bhola | 1996 | 8 | Maximum,BMD B38,30.1,BRRI B57,33.2,substantive
Temperature_Record,Bhola | 1996 | 9 | Maximum,BMD B38,32.3,BRRI B57,36.8,substantive
Temperature_Record,Bhola | 1996 | 10 | Maximum,BMD B38,32.1,BRRI B57,34.9,substantive
Temperature_Record,Bhola | 1996 | 11 | Maximum,BMD B38,30.2,BRRI B57,33.0,substantive
Temperature_Record,Bhola | 1996 | 12 | Maximum,BMD B38,27.5,BRRI B57,30.5,substantive
Temperature_Record,Bhola | 1997 | 1 | Maximum,BMD B39,25.6,BRRI B57,27.5,substantive
Temperature_Record,Bhola | 1997 | 2 | Maximum,BMD B39,27.1,BRRI B57,30.8,substantive
Temperature_Record,Bhola | 1997 | 3 | Maximum,BMD B39,31.8,BRRI B57,34.2,substantive
Temperature_Record,Bhola | 1997 | 4 | Maximum,BMD B39,30.7,BRRI B57,33.2,substantive
Temperature_Record,Bhola | 1997 | 5 | Maximum,BMD B39,32.7,BRRI B57,34.8,substantive
Temperature_Record,Bhola | 1997 | 6 | Maximum,BMD B39,32.2,BRRI B57,34.0,substantive
Temperature_Record,Bhola | 1997 | 7 | Maximum,BMD B39,30.9,BRRI B57,33.8,substantive
Temperature_Record,Bhola | 1997 | 8 | Maximum,BMD B39,31.7,BRRI B57,35.5,substantive
Temperature_Record,Bhola | 1997 | 9 | Maximum,BMD B39,31.3,BRRI B57,34.2,substantive
Temperature_Record,Bhola | 1997 | 10 | Maximum,BMD B39,32.1,BRRI B57,34.0,substantive
Temperature_Record,Bhola | 1997 | 11 | Maximum,BMD B39,31.0,BRRI B57,33.8,substantive
Temperature_Record,Bhola | 1997 | 12 | Maximum,BMD B39,25.7,BRRI B57,30.0,substantive
Temperature_Record,Bhola | 1998 | 1 | Maximum,BMD B40,23.6,BRRI B57,28.2,substantive
Temperature_Record,Bhola | 1998 | 2 | Maximum,BMD B40,28.2,BRRI B57,31.2,substantive
Temperature_Record,Bhola | 1998 | 3 | Maximum,BMD B40,30.2,BRRI B57,34.0,substantive
Temperature_Record,Bhola | 1998 | 4 | Maximum,BMD B40,32.1,BRRI B57,34.0,substantive
Temperature_Record,Bhola | 1998 | 5 | Maximum,BMD B40,33.1,BRRI B57,36.8,substantive
Temperature_Record,Bhola | 1998 | 6 | Maximum,BMD B40,33.0,BRRI B57,34.8,substantive
Temperature_Record,Bhola | 1998 | 7 | Maximum,BMD B40,30.7,BRRI B57,33.2,substantive
Temperature_Record,Bhola | 1998 | 8 | Maximum,BMD B40,30.7,BRRI B57,33.6,substantive
Temperature_Record,Bhola | 1998 | 9 | Maximum,BMD B40,31.8,BRRI B57,35.6,substantive
Temperature_Record,Bhola | 1998 | 10 | Maximum,BMD B40,32.6,BRRI B57,36.0,substantive
Temperature_Record,Bhola | 1998 | 11 | Maximum,BMD B40,31.4,BRRI B57,34.4,substantive
Temperature_Record,Bhola | 1998 | 12 | Maximum,BMD B40,28.5,BRRI B57,30.5,substantive
Temperature_Record,Bhola | 1999 | 1 | Maximum,BMD B41,26.8,BRRI B57,29.6,substantive
Temperature_Record,Bhola | 1999 | 2 | Maximum,BMD B41,30.5,BRRI B57,34.4,substantive
Temperature_Record,Bhola | 1999 | 3 | Maximum,BMD B41,33.4,BRRI B57,36.8,substantive
Temperature_Record,Bhola | 1999 | 4 | Maximum,BMD B41,33.8,BRRI B57,35.4,substantive
Temperature_Record,Bhola | 1999 | 5 | Maximum,BMD B41,31.6,BRRI B57,34.8,substantive
Temperature_Record,Bhola | 1999 | 6 | Maximum,BMD B41,31.2,BRRI B57,35.5,substantive
Temperature_Record,Bhola | 1999 | 7 | Maximum,BMD B41,30.3,BRRI B57,33.6,substantive
Temperature_Record,Bhola | 1999 | 8 | Maximum,BMD B41,30.2,BRRI B57,33.0,substantive
Temperature_Record,Bhola | 1999 | 9 | Maximum,BMD B41,30.5,BRRI B57,33.5,substantive
Temperature_Record,Bhola | 1999 | 10 | Maximum,BMD B41,30.9,BRRI B57,34.0,substantive
Temperature_Record,Bhola | 1999 | 11 | Maximum,BMD B41,30.4,BRRI B57,32.2,substantive
Temperature_Record,Bhola | 1999 | 12 | Maximum,BMD B41,27.7,BRRI B57,29.8,substantive
Temperature_Record,Bhola | 2000 | 1 | Maximum,BMD B42,26.0,BRRI B57,29.8,substantive
Temperature_Record,Bhola | 2000 | 2 | Maximum,BMD B42,26.7,BRRI B57,28.7,substantive
Temperature_Record,Bhola | 2000 | 3 | Maximum,BMD B42,31.0,BRRI B57,33.5,substantive
Temperature_Record,Bhola | 2000 | 4 | Maximum,BMD B42,32.4,BRRI B57,33.6,substantive
Temperature_Record,Bhola | 2000 | 5 | Maximum,BMD B42,32.1,BRRI B57,36.2,substantive
Temperature_Record,Bhola | 2000 | 6 | Maximum,BMD B42,31.2,BRRI B57,33.5,substantive
Temperature_Record,Bhola | 2000 | 7 | Maximum,BMD B42,30.8,BRRI B57,34.2,substantive
Temperature_Record,Bhola | 2000 | 8 | Maximum,BMD B42,31.4,BRRI B57,35.5,substantive
Temperature_Record,Bhola | 2000 | 9 | Maximum,BMD B42,31.6,BRRI B57,34.6,substantive
Temperature_Record,Bhola | 2000 | 10 | Maximum,BMD B42,31.9,BRRI B57,35.5,substantive
Temperature_Record,Bhola | 2000 | 11 | Maximum,BMD B42,30.3,BRRI B57,33.2,substantive
Temperature_Record,Bhola | 2000 | 12 | Maximum,BMD B42,27.3,BRRI B57,28.8,substantive
Temperature_Record,Bhola | 2001 | 1 | Maximum,BMD B43,25.8,BRRI B57,29.4,substantive
Temperature_Record,Bhola | 2001 | 2 | Maximum,BMD B43,29.3,BRRI B57,31.8,substantive
Temperature_Record,Bhola | 2001 | 3 | Maximum,BMD B43,32.5,BRRI B57,35.5,substantive
Temperature_Record,Bhola | 2001 | 4 | Maximum,BMD B43,34.0,BRRI B57,37.0,substantive
Temperature_Record,Bhola | 2001 | 5 | Maximum,BMD B43,31.9,BRRI B57,34.5,substantive
Temperature_Record,Bhola | 2001 | 6 | Maximum,BMD B43,29.9,BRRI B57,32.7,substantive
Temperature_Record,Bhola | 2001 | 7 | Maximum,BMD B43,30.7,BRRI B57,32.0,substantive
Temperature_Record,Bhola | 2001 | 8 | Maximum,BMD B43,31.8,BRRI B57,33.8,substantive
Temperature_Record,Bhola | 2001 | 9 | Maximum,BMD B43,30.9,BRRI B57,34.5,substantive
Temperature_Record,Bhola | 2001 | 10 | Maximum,BMD B43,31.2,BRRI B57,34.4,substantive
Temperature_Record,Bhola | 2001 | 11 | Maximum,BMD B43,28.6,BRRI B57,31.2,substantive
Temperature_Record,Bhola | 2001 | 12 | Maximum,BMD B43,26.1,BRRI B57,28.0,substantive
Temperature_Record,Bhola | 2002 | 7 | Maximum,BMD B44,31.5,BRRI B57,33.4,substantive
Temperature_Record,Bhola | 2002 | 8 | Maximum,BMD B44,31.0,BRRI B57,33.0,substantive
Temperature_Record,Bhola | 2002 | 9 | Maximum,BMD B44,31.7,BRRI B57,35.5,substantive
Temperature_Record,Bhola | 2002 | 10 | Maximum,BMD B44,31.6,BRRI B57,34.5,substantive
Temperature_Record,Bhola | 2002 | 11 | Maximum,BMD B44,29.7,BRRI B57,33.0,substantive
Temperature_Record,Bhola | 2002 | 12 | Maximum,BMD B44,27.0,BRRI B57,30.5,substantive
Temperature_Record,Bhola | 2003 | 1 | Maximum,BMD B45,23.9,BRRI B57,28.8,substantive
Temperature_Record,Bhola | 2003 | 2 | Maximum,BMD B45,28.9,BRRI B57,31.4,substantive
Temperature_Record,Bhola | 2003 | 3 | Maximum,BMD B45,30.5,BRRI B57,34.6,substantive
Temperature_Record,Bhola | 2003 | 4 | Maximum,BMD B45,33.0,BRRI B57,35.0,substantive
Temperature_Record,Bhola | 2003 | 5 | Maximum,BMD B45,33.1,BRRI B57,35.3,substantive
Temperature_Record,Bhola | 2003 | 6 | Maximum,BMD B45,30.7,BRRI B57,35.8,substantive
Temperature_Record,Bhola | 2003 | 7 | Maximum,BMD B45,31.5,BRRI B57,34.8,substantive
Temperature_Record,Bhola | 2003 | 8 | Maximum,BMD B45,31.6,BRRI B57,33.7,substantive
Temperature_Record,Bhola | 2003 | 9 | Maximum,BMD B45,31.2,BRRI B57,33.2,substantive
Temperature_Record,Bhola | 2003 | 10 | Maximum,BMD B45,31.9,BRRI B57,34.5,substantive
Temperature_Record,Bhola | 2003 | 11 | Maximum,BMD B45,29.9,BRRI B57,32.5,substantive
Temperature_Record,Bhola | 2003 | 12 | Maximum,BMD B45,26.3,BRRI B57,29.5,substantive
Temperature_Record,Bhola | 2004 | 1 | Maximum,BMD B46,24.7,BRRI B57,29.3,substantive
Temperature_Record,Bhola | 2004 | 2 | Maximum,BMD B46,28.5,BRRI B57,32.8,substantive
Temperature_Record,Bhola | 2004 | 3 | Maximum,BMD B46,31.8,BRRI B57,35.0,substantive
Temperature_Record,Bhola | 2004 | 4 | Maximum,BMD B46,31.9,BRRI B57,34.4,substantive
Temperature_Record,Bhola | 2004 | 5 | Maximum,BMD B46,34.0,BRRI B57,36.7,substantive
Temperature_Record,Bhola | 2004 | 6 | Maximum,BMD B46,31.6,BRRI B57,35.5,substantive
Temperature_Record,Bhola | 2004 | 7 | Maximum,BMD B46,31.3,BRRI B57,33.8,substantive
Temperature_Record,Bhola | 2004 | 8 | Maximum,BMD B46,29.2,BRRI B57,32.8,substantive
Temperature_Record,Bhola | 2004 | 9 | Maximum,BMD B46,30.7,BRRI B57,33.8,substantive
Temperature_Record,Bhola | 2004 | 10 | Maximum,BMD B46,31.0,BRRI B57,34.5,substantive
Temperature_Record,Bhola | 2004 | 11 | Maximum,BMD B46,29.3,BRRI B57,30.6,substantive
Temperature_Record,Bhola | 2004 | 12 | Maximum,BMD B46,26.5,BRRI B57,29.6,substantive
Temperature_Record,Bhola | 2005 | 1 | Maximum,BMD B47,25.4,BRRI B57,29.2,substantive
Temperature_Record,Bhola | 2005 | 2 | Maximum,BMD B47,29.7,BRRI B57,32.5,substantive
Temperature_Record,Bhola | 2005 | 3 | Maximum,BMD B47,31.8,BRRI B57,35.2,substantive
Temperature_Record,Bhola | 2005 | 4 | Maximum,BMD B47,33.9,BRRI B57,36.2,substantive
Temperature_Record,Bhola | 2005 | 5 | Maximum,BMD B47,33.6,BRRI B57,35.4,substantive
Temperature_Record,Bhola | 2005 | 6 | Maximum,BMD B47,33.1,BRRI B57,35.6,substantive
Temperature_Record,Bhola | 2005 | 7 | Maximum,BMD B47,30.9,BRRI B57,33.5,substantive
Temperature_Record,Bhola | 2005 | 8 | Maximum,BMD B47,31.4,BRRI B57,34.8,substantive
Temperature_Record,Bhola | 2005 | 9 | Maximum,BMD B47,31.9,BRRI B57,34.8,substantive
Temperature_Record,Bhola | 2005 | 10 | Maximum,BMD B47,31.3,BRRI B57,34.6,substantive
Temperature_Record,Bhola | 2005 | 11 | Maximum,BMD B47,29.2,BRRI B57,31.7,substantive
Temperature_Record,Bhola | 2005 | 12 | Maximum,BMD B47,27.2,BRRI B57,29.5,substantive
Temperature_Record,Bhola | 2006 | 1 | Maximum,BMD B48,26.3,BRRI B57,29.7,substantive
Temperature_Record,Bhola | 2006 | 2 | Maximum,BMD B48,31.2,BRRI B57,34.7,substantive
Temperature_Record,Bhola | 2006 | 3 | Maximum,BMD B48,32.7,BRRI B57,37.2,substantive
Temperature_Record,Bhola | 2006 | 4 | Maximum,BMD B48,33.5,BRRI B57,36.2,substantive
Temperature_Record,Bhola | 2006 | 5 | Maximum,BMD B48,33.1,BRRI B57,35.8,substantive
Temperature_Record,Bhola | 2006 | 6 | Maximum,BMD B48,32.0,BRRI B57,36.0,substantive
Temperature_Record,Bhola | 2006 | 7 | Maximum,BMD B48,31.0,BRRI B57,32.8,substantive
Temperature_Record,Bhola | 2006 | 8 | Maximum,BMD B48,31.4,BRRI B57,34.0,substantive
Temperature_Record,Bhola | 2006 | 9 | Maximum,BMD B48,31.3,BRRI B57,34.2,substantive
Temperature_Record,Bhola | 2006 | 10 | Maximum,BMD B48,31.8,BRRI B57,34.2,substantive
Temperature_Record,Bhola | 2006 | 11 | Maximum,BMD B48,29.4,BRRI B57,32.6,substantive
Temperature_Record,Bhola | 2006 | 12 | Maximum,BMD B48,26.9,BRRI B57,29.4,substantive
Temperature_Record,Bhola | 2007 | 1 | Maximum,BMD B49,25.1,BRRI B57,28.4,substantive
Temperature_Record,Bhola | 2007 | 2 | Maximum,BMD B49,27.5,BRRI B57,30.7,substantive
